country,year,n_news,n_images_people,male_total,female_total,people_total,female_ratio,v2x_polyarchy,v2x_libdem,v2x_egaldem,v2fsuffrage,v2lgqugen,v2lgfemleg,v2x_civlib,v2x_clpol,v2x_clphy
PHL,2022,893,1244,8252,2736,10988,0.2489989078995267,0.43,0.288,0.189,100.0,0.0,28.0,0.528,0.611,0.277
PHL,2023,1515,2141,14466,5208,19674,0.2647148520890515,0.434,0.299,0.191,100.0,0.0,27.33,0.549,0.647,0.296
PHL,2024,1601,1693,9818,2533,12351,0.2050846085337219,0.435,0.308,0.187,100.0,0.0,27.3,0.565,0.649,0.308
POL,2001,1,1,2,0,2,0.0,0.878,0.804,0.77,100.0,0.0,20.22,0.951,0.956,0.982
POL,2018,7,7,27,10,37,0.2702702702702703,0.697,0.523,0.608,100.0,3.0,29.13,0.857,0.781,0.945
POL,2019,270,281,1875,383,2258,0.1696191319751993,0.681,0.508,0.596,100.0,3.0,28.7,0.851,0.776,0.933
POL,2020,211,504,2103,228,2331,0.0978120978120978,0.614,0.449,0.53,100.0,3.0,28.7,0.832,0.777,0.884
POL,2021,390,1760,8537,1368,9905,0.1381120646138314,0.584,0.419,0.502,100.0,3.0,28.32,0.817,0.739,0.872
POL,2022,497,2432,13970,2702,16672,0.1620681381957773,0.576,0.417,0.498,100.0,3.0,28.3,0.816,0.741,0.868
POL,2023,345,1512,9352,2009,11361,0.1768330252618607,0.59,0.452,0.511,100.0,3.0,29.35,0.835,0.752,0.868
POL,2024,390,1264,7223,1897,9120,0.2080043859649122,0.729,0.616,0.633,100.0,3.0,29.6,0.907,0.916,0.913
PRK,2017,51,544,2917,209,3126,0.0668586052463211,0.084,0.014,0.086,100.0,0.0,16.3,0.015,0.011,0.03
PRK,2018,103,1287,7255,927,8182,0.1132974822781716,0.084,0.014,0.085,100.0,0.0,16.3,0.015,0.011,0.03
PRK,2019,63,554,2967,409,3376,0.121149289099526,0.083,0.014,0.083,100.0,0.0,17.61,0.023,0.011,0.051
PRT,2016,4,4,12,1,13,0.0769230769230769,0.887,0.83,0.811,100.0,2.0,35.65,0.964,0.964,0.981
PRT,2017,5,5,13,0,13,0.0,0.899,0.847,0.816,100.0,2.0,35.65,0.966,0.97,0.981
PRT,2021,127,133,559,76,635,0.1196850393700787,0.887,0.811,0.774,100.0,2.0,40.0,0.925,0.966,0.899
PRT,2022,169,174,903,197,1100,0.179090909090909,0.844,0.758,0.732,100.0,2.0,36.96,0.917,0.945,0.899
PRT,2023,162,167,966,209,1175,0.1778723404255319,0.851,0.757,0.702,100.0,2.0,36.09,0.921,0.938,0.938
PRT,2024,115,118,672,136,808,0.1683168316831683,0.831,0.751,0.68,100.0,2.0,32.6,0.901,0.923,0.946
PRY,2019,174,256,1503,556,2059,0.270033997085964,0.584,0.42,0.237,100.0,3.0,16.25,0.846,0.812,0.899
PRY,2020,336,544,2474,552,3026,0.1824190350297422,0.582,0.429,0.242,100.0,3.0,15.0,0.807,0.805,0.857
PRY,2021,82,121,631,173,804,0.2151741293532338,0.582,0.432,0.249,100.0,3.0,16.3,0.807,0.805,0.857
PRY,2022,231,552,3159,1137,4296,0.2646648044692737,0.582,0.432,0.245,100.0,3.0,18.75,0.796,0.805,0.823
PRY,2023,40,97,559,181,740,0.2445945945945946,0.575,0.419,0.244,100.0,3.0,22.5,0.795,0.802,0.823
PSE,2019,115,115,358,37,395,0.0936708860759493,0.273,0.193,0.257,37.0,,,0.653,0.668,0.739
PSE,2020,3,3,4,0,4,0.0,0.245,0.146,0.204,37.0,,,0.636,0.606,0.739
PSE,2021,5,5,6,0,6,0.0,0.238,0.127,0.183,37.0,,,0.55,0.54,0.549
PSE,2022,3,3,4,0,4,0.0,0.235,0.122,0.197,37.0,,,0.52,0.537,0.518
PSE,2023,11,11,77,11,88,0.125,0.232,0.124,0.198,37.0,,,0.513,0.5,0.518
PSE,2024,39,39,137,49,186,0.2634408602150537,0.214,0.117,0.18,37.0,,,0.445,0.418,0.461
QAT,2012,1,1,2,0,2,0.0,0.042,0.099,0.111,0.0,0.0,0.0,0.451,0.15,0.858
QAT,2013,1,1,1,0,1,0.0,0.042,0.091,0.115,0.0,0.0,0.0,0.436,0.15,0.843
QAT,2014,51,51,134,17,151,0.1125827814569536,0.042,0.091,0.115,0.0,0.0,0.0,0.434,0.145,0.843
QAT,2015,127,127,246,32,278,0.1151079136690647,0.041,0.091,0.115,0.0,0.0,0.0,0.436,0.143,0.843
QAT,2016,92,92,292,45,337,0.1335311572700296,0.04,0.091,0.113,0.0,0.0,0.0,0.429,0.128,0.843
QAT,2017,544,544,1722,285,2007,0.1420029895366218,0.04,0.088,0.111,0.0,0.0,9.75,0.421,0.132,0.864
QAT,2018,686,686,2346,382,2728,0.1400293255131964,0.042,0.091,0.118,0.0,0.0,9.76,0.442,0.138,0.89
QAT,2019,764,764,2860,509,3369,0.1510834075393291,0.04,0.085,0.12,0.0,0.0,9.76,0.437,0.127,0.879
QAT,2020,586,586,2058,409,2467,0.1657884069720308,0.039,0.087,0.115,0.0,0.0,9.76,0.428,0.115,0.859
QAT,2021,1024,1024,3139,666,3805,0.1750328515111695,0.088,0.084,0.107,35.0,0.0,4.44,0.377,0.095,0.837
QAT,2022,1104,1104,4493,908,5401,0.1681170153675245,0.086,0.084,0.103,35.0,0.0,4.4,0.368,0.078,0.837
QAT,2023,1324,1324,4927,1199,6126,0.1957231472412667,0.086,0.085,0.106,35.0,0.0,4.44,0.355,0.075,0.81
QAT,2024,1214,1214,4908,1384,6292,0.2199618563254927,0.087,0.08,0.108,35.0,0.0,4.4,0.357,0.077,0.81
ROU,2012,92,362,1591,123,1714,0.0717619603267211,0.674,0.536,0.529,100.0,0.0,13.35,0.911,0.892,0.952
ROU,2013,160,1238,6696,713,7409,0.0962343096234309,0.667,0.556,0.52,100.0,0.0,13.35,0.916,0.889,0.957
ROU,2014,254,2580,14828,1894,16722,0.1132639636407128,0.672,0.567,0.516,100.0,0.0,13.72,0.916,0.889,0.957
ROU,2015,141,1393,7073,906,7979,0.1135480636671262,0.716,0.609,0.549,100.0,0.0,13.72,0.921,0.905,0.957
ROU,2016,178,249,1271,183,1454,0.1258596973865199,0.728,0.623,0.563,100.0,0.0,20.67,0.922,0.915,0.957
ROU,2017,167,167,964,98,1062,0.0922787193973634,0.691,0.526,0.514,100.0,0.0,20.67,0.886,0.818,0.944
ROU,2018,215,254,1040,328,1368,0.239766081871345,0.689,0.483,0.511,100.0,0.0,20.67,0.885,0.808,0.952
ROU,2019,216,217,1076,256,1332,0.1921921921921922,0.748,0.553,0.548,100.0,0.0,21.88,0.904,0.855,0.963
ROU,2020,298,298,1313,106,1419,0.0747004933051444,0.799,0.665,0.597,100.0,0.0,18.54,0.889,0.896,0.951
ROU,2021,217,230,781,78,859,0.0908032596041909,0.765,0.608,0.547,100.0,0.0,18.54,0.899,0.908,0.954
ROU,2022,450,465,2502,285,2787,0.1022604951560818,0.689,0.536,0.484,100.0,0.0,19.09,0.88,0.858,0.962
ROU,2023,314,336,1787,267,2054,0.1299902629016553,0.674,0.5,0.483,100.0,0.0,19.09,0.881,0.85,0.946
ROU,2024,274,306,1620,310,1930,0.160621761658031,0.629,0.445,0.45,100.0,0.0,19.2,0.87,0.845,0.937
RUS,1999,8,9,26,1,27,0.037037037037037,0.462,0.282,0.316,100.0,0.0,7.56,0.709,0.754,0.587
RUS,2000,522,764,4588,230,4818,0.0477376504773765,0.407,0.219,0.281,100.0,0.0,7.56,0.632,0.624,0.531
RUS,2001,463,714,4105,172,4277,0.0402151040448912,0.38,0.201,0.261,100.0,0.0,7.56,0.604,0.571,0.519
RUS,2002,423,711,3644,200,3844,0.0520291363163371,0.351,0.176,0.252,100.0,0.0,10.22,0.583,0.536,0.488
RUS,2003,567,952,4864,342,5206,0.0656934306569343,0.339,0.166,0.247,100.0,0.0,10.22,0.559,0.519,0.439
RUS,2004,567,723,3563,224,3787,0.0591497227356746,0.326,0.153,0.242,100.0,0.0,10.22,0.561,0.506,0.439
RUS,2005,478,664,3391,202,3593,0.0562204286111884,0.325,0.15,0.24,100.0,0.0,10.22,0.548,0.497,0.439
RUS,2006,467,623,3273,166,3439,0.0482698458854318,0.323,0.148,0.238,100.0,0.0,14.0,0.543,0.491,0.422
RUS,2007,431,769,4239,307,4546,0.0675318961724593,0.316,0.146,0.234,100.0,0.0,14.0,0.533,0.478,0.416
RUS,2008,605,946,4576,276,4852,0.0568837592745259,0.305,0.137,0.226,100.0,0.0,14.0,0.542,0.475,0.424
RUS,2009,704,1176,5921,446,6367,0.0700486885503376,0.311,0.14,0.227,100.0,0.0,14.0,0.549,0.483,0.433
RUS,2010,682,2109,11638,1040,12678,0.0820318662249566,0.309,0.136,0.225,100.0,0.0,14.0,0.542,0.472,0.43
RUS,2011,601,2138,11443,1387,12830,0.1081060015588464,0.297,0.132,0.222,100.0,0.0,13.56,0.544,0.455,0.425
RUS,2012,545,1961,10925,942,11867,0.0793797927024521,0.28,0.12,0.215,100.0,0.0,13.56,0.518,0.42,0.408
RUS,2013,612,2722,14921,1360,16281,0.0835329525213438,0.277,0.115,0.209,100.0,0.0,13.56,0.507,0.401,0.424
RUS,2014,671,2818,17044,1900,18944,0.1002956081081081,0.269,0.108,0.202,100.0,0.0,13.56,0.49,0.379,0.405
RUS,2015,653,2529,14729,1701,16430,0.1035301278149726,0.267,0.107,0.202,100.0,0.0,13.56,0.477,0.376,0.368
RUS,2016,664,2644,15570,1456,17026,0.0855162692352872,0.264,0.106,0.202,100.0,0.0,15.78,0.463,0.362,0.356
RUS,2017,719,3711,22348,2649,24997,0.1059727167260071,0.263,0.106,0.204,100.0,0.0,15.78,0.464,0.36,0.356
RUS,2018,713,3834,24077,3022,27099,0.1115170301487139,0.266,0.104,0.202,100.0,0.0,15.78,0.461,0.362,0.349
RUS,2019,679,4058,24907,2853,27760,0.1027737752161383,0.263,0.102,0.194,100.0,0.0,15.78,0.461,0.356,0.349
RUS,2020,429,1513,6774,878,7652,0.1147412441191845,0.256,0.095,0.193,100.0,0.0,15.78,0.419,0.328,0.267
RUS,2021,461,1596,6035,760,6795,0.1118469462840323,0.245,0.092,0.184,100.0,0.0,16.22,0.418,0.303,0.293
RUS,2022,478,1766,6547,867,7414,0.1169409225789047,0.207,0.069,0.153,100.0,0.0,16.44,0.303,0.18,0.212
RUS,2023,560,3086,13649,1541,15190,0.1014483212639894,0.19,0.062,0.132,100.0,0.0,16.44,0.296,0.117,0.257
RUS,2024,596,3787,18777,2313,21090,0.1096728307254623,0.172,0.056,0.12,100.0,0.0,16.4,0.26,0.097,0.223
RWA,2017,46,46,338,52,390,0.1333333333333333,0.223,0.114,0.203,100.0,4.0,61.25,0.267,0.246,0.088
RWA,2018,33,35,262,47,309,0.1521035598705501,0.225,0.116,0.206,100.0,4.0,61.25,0.295,0.268,0.166
RWA,2019,125,127,1243,126,1369,0.0920379839298758,0.228,0.118,0.206,100.0,4.0,61.25,0.316,0.268,0.236
RWA,2020,38,38,194,16,210,0.0761904761904762,0.225,0.116,0.207,100.0,4.0,61.25,0.267,0.257,0.111
RWA,2021,91,91,318,36,354,0.1016949152542373,0.226,0.11,0.202,100.0,4.0,61.25,0.234,0.263,0.111
RWA,2022,165,168,864,152,1016,0.1496062992125984,0.219,0.107,0.201,100.0,4.0,61.3,0.226,0.234,0.186
RWA,2023,132,132,766,110,876,0.1255707762557077,0.213,0.098,0.175,100.0,4.0,61.25,0.189,0.207,0.186
RWA,2024,78,81,424,79,503,0.1570576540755467,0.202,0.09,0.171,100.0,4.0,63.8,0.18,0.17,0.186
SAU,2023,11,11,62,3,65,0.0461538461538461,0.015,0.046,0.115,0.0,4.0,19.87,0.161,0.075,0.2
SAU,2024,18,18,108,17,125,0.136,0.015,0.047,0.113,0.0,4.0,19.9,0.173,0.07,0.235
SGP,2007,2,2,4,2,6,0.3333333333333333,0.385,0.306,0.354,100.0,0.0,24.47,0.712,0.487,0.956
SGP,2008,4,5,16,5,21,0.238095238095238,0.391,0.31,0.357,100.0,0.0,24.47,0.717,0.496,0.956
SGP,2009,18,18,84,7,91,0.0769230769230769,0.39,0.31,0.358,100.0,0.0,24.47,0.71,0.502,0.956
SGP,2010,5,5,13,1,14,0.0714285714285714,0.39,0.309,0.358,100.0,0.0,23.4,0.719,0.502,0.956
SGP,2011,46,46,189,24,213,0.1126760563380281,0.404,0.319,0.365,100.0,0.0,22.22,0.719,0.503,0.956
SGP,2012,94,126,499,68,567,0.1199294532627865,0.42,0.328,0.375,100.0,0.0,22.22,0.721,0.517,0.956
SGP,2013,87,152,533,65,598,0.108695652173913,0.416,0.325,0.373,100.0,0.0,22.22,0.719,0.504,0.956
SGP,2014,71,126,435,40,475,0.0842105263157894,0.416,0.325,0.373,100.0,0.0,25.25,0.719,0.504,0.956
SGP,2015,111,178,698,89,787,0.1130876747141041,0.415,0.325,0.372,100.0,0.0,23.91,0.719,0.502,0.956
SGP,2016,123,251,911,126,1037,0.1215043394406943,0.427,0.332,0.378,100.0,0.0,23.76,0.723,0.513,0.956
SGP,2017,104,240,1068,164,1232,0.1331168831168831,0.422,0.34,0.357,100.0,0.0,23.0,0.715,0.51,0.956
SGP,2018,145,274,1284,209,1493,0.1399866041527126,0.411,0.333,0.351,100.0,0.0,23.0,0.719,0.516,0.956
SGP,2019,162,333,1465,290,1755,0.1652421652421652,0.405,0.328,0.344,100.0,0.0,23.0,0.708,0.508,0.936
SGP,2020,52,115,423,82,505,0.1623762376237623,0.4,0.325,0.352,100.0,0.0,29.47,0.71,0.507,0.936
SGP,2021,73,307,832,171,1003,0.1704885343968095,0.395,0.325,0.349,100.0,0.0,29.81,0.699,0.505,0.946
SGP,2022,107,434,1753,420,2173,0.1932811780947998,0.395,0.324,0.349,100.0,0.0,29.1,0.696,0.506,0.946
SGP,2023,107,427,2031,459,2490,0.1843373493975903,0.403,0.331,0.355,100.0,0.0,29.13,0.712,0.515,0.975
SGP,2024,75,266,1232,295,1527,0.1931892599869024,0.414,0.343,0.362,100.0,0.0,29.3,0.709,0.512,0.975
SLE,2022,24,74,603,89,692,0.1286127167630057,0.564,0.435,0.393,100.0,0.0,13.01,0.802,0.869,0.719
SLE,2023,79,276,1932,402,2334,0.1722365038560411,0.493,0.381,0.347,100.0,3.0,28.19,0.806,0.858,0.746
SLE,2024,93,361,2208,507,2715,0.1867403314917127,0.44,0.348,0.316,100.0,3.0,29.5,0.818,0.862,0.746
SLV,2019,89,90,523,180,703,0.2560455192034139,0.594,0.393,0.287,100.0,2.0,30.95,0.76,0.801,0.7
SLV,2020,52,52,250,115,365,0.3150684931506849,0.522,0.314,0.25,100.0,2.0,33.33,0.664,0.666,0.63
SLV,2021,297,2509,9123,4583,13706,0.3343791040420253,0.409,0.163,0.2,100.0,2.0,27.38,0.583,0.566,0.51
SLV,2022,508,5404,24255,13290,37545,0.3539752297243308,0.381,0.118,0.163,100.0,2.0,27.4,0.494,0.507,0.354
SLV,2023,616,6980,33769,20042,53811,0.3724517292003493,0.38,0.109,0.168,100.0,2.0,27.38,0.511,0.494,0.484
SLV,2024,577,5598,26198,15592,41790,0.3731036133046183,0.339,0.092,0.134,100.0,2.0,31.7,0.486,0.469,0.357
SOM,2024,177,845,4565,561,5126,0.1094420600858369,0.169,0.126,0.103,0.0,4.0,19.6,0.43,0.555,0.45
SRB,2004,165,306,1307,57,1364,0.0417888563049853,0.634,0.523,0.487,100.0,0.0,7.94,0.901,0.86,0.933
SRB,2005,194,374,1923,102,2025,0.0503703703703703,0.634,0.524,0.487,100.0,0.0,7.94,0.911,0.86,0.963
SRB,2006,201,391,1896,118,2014,0.0585898709036742,0.637,0.527,0.488,100.0,0.0,7.94,0.912,0.861,0.963
SRB,2007,144,277,1372,136,1508,0.0901856763925729,0.632,0.528,0.486,100.0,3.0,20.4,0.912,0.861,0.963
SRB,2008,127,235,685,57,742,0.0768194070080862,0.637,0.533,0.488,100.0,3.0,21.6,0.912,0.861,0.963
SRB,2009,174,309,1252,143,1395,0.1025089605734767,0.634,0.531,0.485,100.0,3.0,21.6,0.911,0.861,0.963
SRB,2010,181,318,1218,106,1324,0.080060422960725,0.612,0.508,0.472,100.0,3.0,21.6,0.904,0.836,0.963
SRB,2011,171,297,1009,122,1131,0.1078691423519009,0.613,0.512,0.473,100.0,3.0,21.6,0.904,0.837,0.963
SRB,2012,240,422,1461,127,1588,0.0799748110831234,0.595,0.487,0.457,100.0,3.0,32.4,0.902,0.828,0.963
SRB,2013,437,763,2956,329,3285,0.100152207001522,0.504,0.402,0.385,100.0,3.0,32.4,0.854,0.726,0.945
SRB,2014,381,721,2840,270,3110,0.0868167202572347,0.446,0.356,0.35,100.0,3.0,34.0,0.836,0.676,0.945
SRB,2015,551,1045,3872,513,4385,0.1169897377423033,0.433,0.346,0.344,100.0,3.0,34.0,0.829,0.654,0.945
SRB,2016,526,1055,3917,545,4462,0.1221425369789332,0.415,0.322,0.333,100.0,3.0,34.0,0.824,0.655,0.925
SRB,2017,475,931,3431,546,3977,0.1372894141312547,0.378,0.292,0.306,100.0,3.0,34.0,0.795,0.626,0.886
SRB,2018,484,998,4249,882,5131,0.1718963165075034,0.361,0.284,0.306,100.0,3.0,37.65,0.754,0.593,0.81
SRB,2019,359,791,4596,1074,5670,0.1894179894179894,0.363,0.279,0.317,100.0,3.0,37.65,0.772,0.613,0.85
SRB,2020,239,443,2523,481,3004,0.1601198402130492,0.351,0.242,0.309,100.0,3.0,39.2,0.779,0.629,0.882
SRB,2021,461,1309,7238,1371,8609,0.1592519456382855,0.337,0.236,0.298,100.0,3.0,39.2,0.766,0.607,0.879
SRB,2022,444,1737,8964,1945,10909,0.178293152442937,0.359,0.26,0.314,100.0,3.0,34.8,0.778,0.618,0.905
SRB,2023,434,1554,8726,2195,10921,0.2009889204285322,0.36,0.247,0.31,100.0,3.0,34.8,0.781,0.621,0.89
SRB,2024,173,679,3845,1118,4963,0.2252669756195849,0.315,0.22,0.282,100.0,3.0,38.0,0.77,0.607,0.885
SUR,2020,69,69,373,116,489,0.2372188139059304,0.76,0.641,0.55,100.0,0.0,29.41,0.868,0.89,0.878
SUR,2021,488,797,4017,812,4829,0.1681507558500724,0.764,0.643,0.56,100.0,0.0,29.41,0.889,0.886,0.911
SUR,2022,1441,3069,18132,3562,21694,0.1641928643864663,0.78,0.655,0.579,100.0,0.0,29.4,0.885,0.91,0.895
SUR,2023,1613,4069,25127,7189,32316,0.2224594628048025,0.768,0.639,0.564,100.0,0.0,29.41,0.897,0.894,0.921
SUR,2024,1503,3935,23882,6953,30835,0.2254905140262688,0.768,0.637,0.575,100.0,0.0,31.4,0.9,0.894,0.921
SVK,1970,2,2,7,3,10,0.3,,,,,,,,,
SVK,2009,15,15,59,7,66,0.106060606060606,0.839,0.737,0.674,100.0,0.0,20.0,0.932,0.922,0.95
SVK,2010,89,89,339,71,410,0.173170731707317,0.852,0.752,0.696,100.0,0.0,15.33,0.945,0.934,0.973
SVK,2011,49,49,376,35,411,0.0851581508515815,0.855,0.754,0.699,100.0,0.0,15.33,0.945,0.943,0.973
SVK,2012,230,230,855,152,1007,0.1509433962264151,0.848,0.74,0.688,100.0,0.0,18.67,0.939,0.932,0.962
SVK,2013,533,533,2272,320,2592,0.1234567901234567,0.837,0.73,0.676,100.0,0.0,18.7,0.933,0.923,0.953
SVK,2014,524,524,2965,480,3445,0.13933236574746,0.839,0.732,0.678,100.0,0.0,18.67,0.933,0.923,0.953
SVK,2015,409,409,2519,384,2903,0.132276954874268,0.844,0.733,0.677,100.0,0.0,18.67,0.936,0.929,0.953
SVK,2016,354,354,2145,424,2569,0.1650447644998053,0.844,0.732,0.676,100.0,0.0,20.0,0.929,0.929,0.953
SVK,2017,182,182,913,165,1078,0.1530612244897959,0.84,0.726,0.664,100.0,0.0,20.0,0.916,0.923,0.919
SVK,2018,53,53,270,49,319,0.1536050156739812,0.821,0.706,0.649,100.0,0.0,20.0,0.895,0.885,0.889
SVK,2019,9,9,51,7,58,0.1206896551724138,0.844,0.742,0.672,100.0,0.0,20.0,0.908,0.926,0.889
SVK,2020,16,16,63,8,71,0.1126760563380281,0.843,0.76,0.665,100.0,0.0,22.67,0.892,0.928,0.918
SVK,2021,19,19,72,17,89,0.1910112359550561,0.844,0.758,0.68,100.0,0.0,22.67,0.894,0.937,0.918
SVK,2022,10,10,31,9,40,0.225,0.841,0.762,0.688,100.0,0.0,22.0,0.914,0.937,0.918
SVK,2023,11,11,41,8,49,0.1632653061224489,0.817,0.73,0.661,100.0,0.0,22.0,0.913,0.911,0.918
SVK,2024,51,208,1135,194,1329,0.145974416854778,0.752,0.584,0.59,100.0,0.0,22.7,0.862,0.831,0.85
SVN,2019,256,272,1594,403,1997,0.2018027040560841,0.812,0.744,0.72,100.0,3.0,27.78,0.921,0.923,0.953
SVN,2020,550,564,1983,347,2330,0.1489270386266094,0.754,0.668,0.619,100.0,3.0,26.67,0.87,0.819,0.964
SVN,2021,938,1039,3683,713,4396,0.1621929026387625,0.716,0.624,0.587,100.0,3.0,26.67,0.861,0.767,0.964
SVN,2022,679,731,3405,1032,4437,0.2325895875591616,0.812,0.73,0.709,100.0,3.0,37.78,0.933,0.904,0.977
SVN,2023,685,755,3817,1422,5239,0.2714258446268371,0.757,0.655,0.662,100.0,3.0,37.78,0.907,0.854,0.977
SVN,2024,631,719,3274,1251,4525,0.2764640883977901,0.716,0.619,0.624,100.0,3.0,37.8,0.889,0.817,0.962
SWE,2014,1,1,4,1,5,0.2,0.916,0.886,0.855,100.0,0.0,43.55,0.976,0.975,0.99
SWE,2015,4,12,46,9,55,0.1636363636363636,0.916,0.883,0.848,100.0,0.0,43.55,0.969,0.974,0.99
SWE,2016,3,6,19,5,24,0.2083333333333333,0.917,0.884,0.848,100.0,0.0,43.55,0.969,0.973,0.99
SWE,2017,6,6,36,9,45,0.2,0.917,0.884,0.838,100.0,0.0,43.55,0.967,0.973,0.99
SWE,2018,7,12,66,33,99,0.3333333333333333,0.91,0.878,0.833,100.0,0.0,47.28,0.964,0.967,0.99
SWE,2019,2,2,4,3,7,0.4285714285714285,0.902,0.871,0.826,100.0,0.0,46.99,0.964,0.967,0.99
SWE,2020,1,1,2,6,8,0.75,0.902,0.87,0.826,100.0,0.0,46.99,0.963,0.966,0.99
SWE,2021,1,1,1,1,2,0.5,0.903,0.869,0.828,100.0,0.0,46.99,0.963,0.968,0.99
SWE,2022,1,1,3,0,3,0.0,0.896,0.864,0.816,100.0,0.0,46.42,0.964,0.961,0.99
SWE,2023,12,14,71,20,91,0.2197802197802197,0.881,0.845,0.795,100.0,0.0,46.42,0.96,0.954,0.99
SWE,2024,28,37,203,35,238,0.1470588235294117,0.881,0.845,0.795,100.0,0.0,46.7,0.96,0.954,0.99
SYC,2010,103,103,357,44,401,0.1097256857855361,0.477,0.374,0.39,100.0,0.0,23.53,0.742,0.675,0.816
SYC,2011,128,128,568,74,642,0.1152647975077881,0.478,0.376,0.391,100.0,0.0,43.75,0.742,0.675,0.816
SYC,2012,187,187,850,99,949,0.1043203371970495,0.475,0.371,0.39,100.0,0.0,41.18,0.738,0.675,0.816
SYC,2013,185,185,572,114,686,0.1661807580174927,0.49,0.394,0.397,100.0,0.0,41.18,0.752,0.687,0.816
SYC,2014,160,160,658,84,742,0.1132075471698113,0.494,0.401,0.4,100.0,0.0,43.75,0.767,0.689,0.826
SYC,2015,172,172,734,127,861,0.1475029036004645,0.515,0.425,0.412,100.0,0.0,43.75,0.779,0.716,0.815
SYC,2016,156,156,637,138,775,0.1780645161290322,0.584,0.493,0.462,100.0,0.0,21.21,0.802,0.766,0.839
SYC,2017,325,325,1180,290,1470,0.1972789115646258,0.596,0.509,0.476,100.0,0.0,21.21,0.808,0.774,0.839
SYC,2018,270,270,1359,241,1600,0.150625,0.602,0.517,0.483,100.0,0.0,21.21,0.816,0.775,0.865
SYC,2019,303,303,1616,342,1958,0.1746680286006128,0.614,0.527,0.494,100.0,0.0,21.21,0.825,0.804,0.865
SYC,2020,193,193,1224,196,1420,0.1380281690140845,0.667,0.579,0.534,100.0,0.0,22.86,0.854,0.848,0.901
SYC,2021,223,223,925,145,1070,0.1355140186915887,0.709,0.632,0.577,100.0,0.0,22.86,0.852,0.841,0.901
SYC,2022,214,214,1280,197,1477,0.1333784698713608,0.752,0.665,0.628,100.0,0.0,22.86,0.894,0.903,0.901
SYC,2023,153,153,711,127,838,0.1515513126491647,0.738,0.654,0.611,100.0,0.0,22.86,0.889,0.887,0.901
SYC,2024,169,169,967,228,1195,0.1907949790794979,0.741,0.659,0.616,100.0,0.0,20.6,0.908,0.898,0.948
SYR,2013,2,2,2,0,2,0.0,0.137,0.025,0.07,0.0,0.0,12.0,0.064,0.038,0.014
SYR,2014,1,1,9,1,10,0.1,0.138,0.026,0.068,45.0,0.0,12.0,0.063,0.04,0.014
SYR,2015,53,53,297,26,323,0.0804953560371517,0.137,0.025,0.066,45.0,0.0,12.0,0.063,0.039,0.014
SYR,2016,50,71,416,26,442,0.0588235294117647,0.137,0.026,0.066,45.0,0.0,13.2,0.066,0.038,0.014
SYR,2017,45,71,414,13,427,0.0304449648711943,0.138,0.027,0.072,45.0,0.0,13.2,0.071,0.043,0.014
SYR,2018,1102,2413,14519,2194,16713,0.1312750553461377,0.137,0.026,0.069,45.0,0.0,13.2,0.069,0.041,0.014
SYR,2019,2074,4410,24737,4017,28754,0.1397023022883772,0.137,0.027,0.061,45.0,0.0,12.4,0.07,0.042,0.014
SYR,2020,2109,4115,20549,3020,23569,0.1281344138486995,0.139,0.033,0.062,45.0,0.0,11.2,0.07,0.045,0.022
SYR,2021,2428,4473,24263,3501,27764,0.1260985448782596,0.137,0.036,0.062,45.0,0.0,11.2,0.079,0.036,0.057
SYR,2022,2836,4368,21836,2905,24741,0.1174164342589224,0.137,0.032,0.059,45.0,0.0,10.8,0.08,0.037,0.057
SYR,2023,2194,3773,19542,2779,22321,0.1245015904305362,0.146,0.048,0.061,45.0,0.0,10.8,0.12,0.082,0.111
SYR,2024,2124,3070,15908,2186,18094,0.1208135293467447,0.145,0.054,0.074,,,,0.121,0.077,0.084
TGO,2024,8,12,144,13,157,0.0828025477707006,0.355,0.173,0.265,100.0,1.0,18.6,0.574,0.521,0.459
TJK,2005,1,1,1,0,1,0.0,0.233,0.075,0.139,100.0,0.0,17.46,0.382,0.357,0.329
TJK,2006,1,1,1,0,1,0.0,0.23,0.072,0.138,100.0,0.0,17.46,0.384,0.361,0.329
TJK,2007,3,3,3,0,3,0.0,0.231,0.071,0.136,100.0,0.0,17.46,0.373,0.351,0.325
TJK,2008,3,3,7,0,7,0.0,0.233,0.072,0.134,100.0,0.0,17.46,0.375,0.351,0.334
TJK,2009,3,3,4,0,4,0.0,0.233,0.072,0.134,100.0,0.0,17.46,0.38,0.355,0.342
TJK,2010,4,4,8,0,8,0.0,0.227,0.067,0.132,100.0,0.0,19.05,0.348,0.333,0.266
TJK,2011,4,4,4,0,4,0.0,0.226,0.067,0.132,100.0,0.0,19.05,0.349,0.332,0.272
TJK,2012,266,925,6600,694,7294,0.0951466959144502,0.226,0.065,0.132,100.0,0.0,19.05,0.337,0.325,0.239
TJK,2013,338,2890,22682,2507,25189,0.0995275715590138,0.208,0.054,0.106,100.0,0.0,19.05,0.32,0.286,0.229
TJK,2014,251,2593,18534,2079,20613,0.1008586814146412,0.204,0.054,0.105,100.0,0.0,19.0,0.307,0.265,0.229
TJK,2015,247,3147,22717,2888,25605,0.1127904706112087,0.185,0.044,0.088,100.0,0.0,19.05,0.252,0.199,0.166
TJK,2016,270,3405,25662,4179,29841,0.1400422237860661,0.174,0.04,0.079,100.0,0.0,19.05,0.194,0.152,0.103
