country,year,n_news,n_images_people,male_total,female_total,people_total,female_ratio,v2x_polyarchy,v2x_libdem,v2x_egaldem,v2fsuffrage,v2lgqugen,v2lgfemleg,v2x_civlib,v2x_clpol,v2x_clphy
CHE,2022,9,9,36,6,42,0.1428571428571428,0.896,0.851,0.827,100.0,0.0,41.71,0.956,0.979,0.981
CHE,2023,8,8,25,5,30,0.1666666666666666,0.887,0.841,0.818,100.0,0.0,38.5,0.954,0.975,0.981
CHE,2024,10,10,25,10,35,0.2857142857142857,0.894,0.847,0.83,100.0,0.0,38.5,0.954,0.975,0.981
CHL,2015,11,32,181,79,260,0.3038461538461538,0.888,0.84,0.678,100.0,0.0,15.83,0.949,0.964,0.946
CHL,2016,3,21,25,27,52,0.5192307692307693,0.888,0.84,0.676,100.0,0.0,15.83,0.949,0.964,0.946
CHL,2018,5,8,52,32,84,0.3809523809523809,0.871,0.805,0.656,100.0,3.0,22.58,0.921,0.953,0.873
CHL,2019,140,236,1293,244,1537,0.1587508132726089,0.829,0.763,0.624,100.0,3.0,22.58,0.886,0.919,0.795
CHL,2020,65,142,607,136,743,0.1830417227456258,0.835,0.765,0.612,100.0,3.0,22.58,0.879,0.929,0.831
CHL,2021,108,283,1153,290,1443,0.2009702009702009,0.839,0.777,0.626,100.0,3.0,22.58,0.9,0.932,0.9
CHL,2022,44,140,680,341,1021,0.3339862879529873,0.838,0.779,0.617,100.0,3.0,35.48,0.926,0.941,0.931
CHL,2023,112,417,2185,709,2894,0.2449896337249481,0.837,0.781,0.631,100.0,3.0,35.48,0.927,0.936,0.931
CHL,2024,114,308,1671,562,2233,0.251679355127631,0.844,0.787,0.641,100.0,3.0,35.5,0.932,0.947,0.931
CHN,2014,8,8,41,3,44,0.0681818181818181,0.084,0.051,0.092,100.0,1.0,23.62,0.244,0.113,0.415
CHN,2015,7,8,41,4,45,0.0888888888888888,0.082,0.051,0.097,100.0,1.0,23.62,0.26,0.096,0.481
CHN,2016,2,2,13,0,13,0.0,0.08,0.049,0.1,100.0,1.0,23.7,0.25,0.082,0.481
CHN,2018,2,2,5,1,6,0.1666666666666666,0.077,0.048,0.093,100.0,1.0,24.94,0.22,0.063,0.424
CHN,2019,2,2,23,0,23,0.0,0.075,0.045,0.093,100.0,1.0,24.94,0.212,0.052,0.433
CHN,2020,4,4,21,0,21,0.0,0.075,0.041,0.09,100.0,1.0,24.94,0.195,0.057,0.397
CHN,2021,5,6,56,2,58,0.0344827586206896,0.077,0.041,0.091,100.0,1.0,24.94,0.193,0.058,0.397
CHN,2022,5,5,12,2,14,0.1428571428571428,0.075,0.042,0.082,100.0,1.0,24.9,0.175,0.046,0.361
CHN,2023,3,3,24,7,31,0.2258064516129032,0.074,0.036,0.082,100.0,1.0,26.54,0.173,0.039,0.361
CIV,2007,16,16,80,9,89,0.1011235955056179,0.436,0.299,0.276,100.0,0.0,8.87,0.74,0.818,0.6
CIV,2008,22,22,96,5,101,0.0495049504950495,0.436,0.299,0.277,100.0,0.0,8.52,0.737,0.817,0.592
CIV,2009,4,4,8,2,10,0.2,0.436,0.297,0.279,100.0,0.0,8.52,0.737,0.808,0.601
CIV,2010,4,4,19,0,19,0.0,0.447,0.303,0.277,0.0,0.0,8.87,0.715,0.798,0.579
CIV,2011,15,15,42,6,48,0.125,0.427,0.297,0.27,100.0,0.0,9.16,0.704,0.749,0.589
CIV,2012,50,50,245,27,272,0.0992647058823529,0.463,0.323,0.294,100.0,0.0,9.16,0.743,0.773,0.653
CIV,2013,85,85,440,47,487,0.0965092402464065,0.467,0.315,0.295,100.0,0.0,9.16,0.798,0.775,0.791
CIV,2014,51,60,325,43,368,0.1168478260869565,0.469,0.32,0.296,100.0,0.0,9.16,0.799,0.787,0.799
CIV,2015,74,74,363,42,405,0.1037037037037037,0.473,0.324,0.296,100.0,0.0,9.16,0.808,0.787,0.804
CIV,2016,67,67,389,49,438,0.1118721461187214,0.528,0.354,0.33,100.0,0.0,10.98,0.804,0.799,0.804
CIV,2017,85,96,441,59,500,0.118,0.54,0.342,0.355,100.0,0.0,10.59,0.774,0.787,0.773
CIV,2018,19,39,255,36,291,0.1237113402061855,0.539,0.348,0.349,100.0,0.0,10.98,0.777,0.785,0.783
CIV,2019,46,97,468,73,541,0.1349353049907578,0.532,0.328,0.345,100.0,0.0,12.0,0.769,0.777,0.773
CIV,2020,20,31,163,21,184,0.1141304347826086,0.499,0.265,0.283,100.0,0.0,11.37,0.714,0.743,0.66
CIV,2021,53,84,440,78,518,0.1505791505791505,0.434,0.238,0.252,100.0,0.0,14.17,0.718,0.762,0.652
CIV,2022,19,67,426,105,531,0.1977401129943503,0.445,0.245,0.273,100.0,3.0,13.73,0.728,0.766,0.708
CIV,2023,40,197,1195,247,1442,0.1712898751733703,0.446,0.244,0.275,100.0,3.0,13.73,0.737,0.763,0.73
CIV,2024,39,244,1594,457,2051,0.2228181374939054,0.432,0.251,0.271,100.0,3.0,13.4,0.723,0.757,0.69
COD,2019,15,15,101,16,117,0.1367521367521367,0.346,0.145,0.203,0.0,1.0,12.8,0.543,0.607,0.545
COD,2020,38,38,197,64,261,0.2452107279693486,0.353,0.155,0.203,0.0,1.0,12.8,0.515,0.629,0.477
COD,2021,2,2,2,0,2,0.0,0.346,0.144,0.189,0.0,1.0,12.8,0.524,0.61,0.513
COD,2022,197,1230,8035,1446,9481,0.1525155574306508,0.345,0.152,0.174,0.0,1.0,12.8,0.525,0.588,0.554
COD,2023,235,2091,14095,3404,17499,0.1945254014515115,0.336,0.132,0.164,100.0,1.0,12.8,0.483,0.581,0.449
COD,2024,261,2167,14616,3299,17915,0.184147362545353,0.327,0.133,0.184,100.0,1.0,13.0,0.476,0.626,0.397
COL,2011,77,126,663,139,802,0.1733167082294264,0.661,0.542,0.394,100.0,0.0,12.65,0.799,0.88,0.691
COL,2012,358,802,5013,1533,6546,0.2341888175985334,0.664,0.544,0.397,100.0,0.0,12.65,0.802,0.884,0.693
COL,2013,214,695,3797,1241,5038,0.2463279078999603,0.669,0.542,0.402,100.0,0.0,12.65,0.808,0.899,0.708
COL,2014,202,848,4009,1452,5461,0.2658853689800403,0.682,0.553,0.412,100.0,3.0,19.88,0.806,0.899,0.716
COL,2015,347,715,5193,1601,6794,0.2356491021489549,0.687,0.557,0.418,100.0,3.0,19.88,0.806,0.896,0.713
COL,2016,860,1574,11393,3437,14830,0.2317599460552933,0.688,0.557,0.422,100.0,3.0,18.67,0.809,0.902,0.737
COL,2017,808,1667,12129,3726,15855,0.2350047303689687,0.685,0.554,0.424,100.0,3.0,18.67,0.811,0.891,0.721
COL,2018,943,1650,11663,3492,15155,0.2304190036291653,0.67,0.538,0.393,100.0,3.0,18.13,0.768,0.845,0.638
COL,2019,600,1192,7689,2459,10148,0.242313756405203,0.659,0.515,0.38,100.0,3.0,18.34,0.701,0.815,0.533
COL,2020,245,385,1727,558,2285,0.2442013129102844,0.645,0.497,0.348,100.0,3.0,18.82,0.692,0.791,0.547
COL,2021,491,651,2750,1051,3801,0.2765061825835306,0.658,0.502,0.374,100.0,3.0,18.82,0.676,0.788,0.506
COL,2022,780,1920,9864,3847,13711,0.2805776383925315,0.696,0.559,0.426,100.0,3.0,28.88,0.793,0.868,0.683
COL,2023,789,2641,15172,5831,21003,0.2776270056658572,0.709,0.571,0.44,100.0,3.0,28.88,0.795,0.874,0.683
COL,2024,812,2769,15879,7489,23368,0.3204809996576515,0.701,0.557,0.423,100.0,3.0,29.4,0.743,0.862,0.611
COM,2017,166,166,1069,116,1185,0.0978902953586497,0.396,0.194,0.277,100.0,0.0,6.06,0.645,0.724,0.659
COM,2018,45,45,239,27,266,0.1015037593984962,0.383,0.171,0.269,100.0,0.0,6.06,0.613,0.706,0.595
COM,2019,5,5,19,5,24,0.2083333333333333,0.318,0.12,0.245,100.0,0.0,6.06,0.529,0.625,0.422
COM,2020,45,45,407,58,465,0.1247311827956989,0.289,0.112,0.229,100.0,0.0,16.67,0.514,0.579,0.422
COM,2021,59,59,164,30,194,0.1546391752577319,0.291,0.11,0.229,100.0,0.0,16.67,0.501,0.58,0.366
COM,2022,33,33,153,31,184,0.1684782608695652,0.283,0.111,0.223,100.0,0.0,16.67,0.493,0.555,0.366
COM,2023,33,33,209,25,234,0.1068376068376068,0.272,0.103,0.221,100.0,0.0,16.67,0.483,0.545,0.366
COM,2024,7,7,21,19,40,0.475,0.282,0.107,0.226,100.0,0.0,16.7,0.466,0.528,0.328
CPV,2018,1,1,2,1,3,0.3333333333333333,0.782,0.7,0.622,100.0,2.0,23.61,0.928,0.919,0.967
CPV,2019,630,630,3613,672,4285,0.1568261376896149,0.79,0.707,0.632,100.0,3.0,25.0,0.928,0.921,0.967
CPV,2020,404,404,1904,289,2193,0.1317829457364341,0.794,0.698,0.627,100.0,3.0,26.39,0.92,0.927,0.941
CPV,2021,338,338,1713,310,2023,0.1532377656945131,0.778,0.679,0.601,100.0,3.0,38.89,0.918,0.921,0.941
CPV,2022,784,784,4010,863,4873,0.1770982967371229,0.761,0.656,0.58,100.0,3.0,41.67,0.919,0.914,0.956
CPV,2023,983,994,5452,1438,6890,0.2087082728592162,0.757,0.651,0.571,100.0,3.0,41.67,0.923,0.914,0.956
CPV,2024,557,568,3211,892,4103,0.2174019010480136,0.757,0.649,0.57,100.0,3.0,38.9,0.922,0.909,0.956
CUB,2017,286,331,1469,271,1740,0.1557471264367816,0.17,0.058,0.232,100.0,0.0,48.86,0.338,0.044,0.617
CUB,2018,634,813,3717,833,4550,0.183076923076923,0.177,0.06,0.227,100.0,0.0,53.22,0.316,0.062,0.544
CUB,2019,650,964,4415,1045,5460,0.1913919413919413,0.181,0.061,0.244,100.0,0.0,53.22,0.307,0.065,0.523
CUB,2020,890,1136,4007,1026,5033,0.2038545599046294,0.179,0.06,0.242,100.0,0.0,53.41,0.305,0.05,0.537
CUB,2021,805,1234,6325,1152,7477,0.1540724889661629,0.179,0.055,0.242,100.0,0.0,53.41,0.262,0.045,0.436
CUB,2022,1218,1730,10005,1957,11962,0.1636014044474168,0.178,0.056,0.233,100.0,0.0,53.4,0.262,0.042,0.432
CUB,2023,1258,2108,13819,2889,16708,0.1729111802729231,0.175,0.055,0.229,100.0,0.0,55.74,0.287,0.036,0.511
CUB,2024,1098,2028,12608,2783,15391,0.1808199597167175,0.178,0.055,0.23,100.0,0.0,55.7,0.293,0.044,0.511
CYP,2018,77,87,353,57,410,0.1390243902439024,0.834,0.723,0.733,100.0,0.0,17.86,0.907,0.92,0.972
CYP,2019,115,120,533,67,600,0.1116666666666666,0.84,0.715,0.739,100.0,0.0,19.64,0.901,0.918,0.966
CYP,2020,62,62,231,34,265,0.1283018867924528,0.807,0.693,0.703,100.0,0.0,21.43,0.885,0.896,0.966
CYP,2021,12,15,84,11,95,0.1157894736842105,0.797,0.657,0.693,100.0,0.0,14.29,0.886,0.892,0.965
CYP,2022,188,212,933,180,1113,0.1617250673854447,0.782,0.651,0.678,100.0,0.0,14.29,0.892,0.882,0.974
CYP,2023,321,327,1488,280,1768,0.1583710407239819,0.778,0.645,0.672,100.0,0.0,14.29,0.889,0.877,0.974
CYP,2024,157,413,1529,396,1925,0.2057142857142857,0.774,0.651,0.685,100.0,0.0,14.3,0.893,0.874,0.98
CZE,2009,26,29,66,9,75,0.12,0.895,0.821,0.816,100.0,0.0,15.5,0.961,0.969,0.986
CZE,2010,11,12,35,2,37,0.054054054054054,0.886,0.81,0.808,100.0,0.0,22.0,0.961,0.968,0.986
CZE,2011,9,9,58,4,62,0.064516129032258,0.894,0.814,0.817,100.0,0.0,22.0,0.962,0.97,0.986
CZE,2012,34,38,182,17,199,0.0854271356783919,0.894,0.819,0.818,100.0,0.0,22.0,0.962,0.97,0.986
CZE,2013,29,34,177,4,181,0.0220994475138121,0.87,0.788,0.789,100.0,0.0,19.5,0.954,0.953,0.986
CZE,2014,55,64,391,50,441,0.1133786848072562,0.857,0.776,0.778,100.0,0.0,19.0,0.953,0.951,0.986
CZE,2015,54,60,428,57,485,0.1175257731958762,0.857,0.776,0.774,100.0,0.0,20.0,0.948,0.951,0.986
CZE,2016,82,82,612,55,667,0.0824587706146926,0.857,0.773,0.775,100.0,0.0,20.0,0.939,0.951,0.975
CZE,2017,78,93,735,57,792,0.0719696969696969,0.842,0.741,0.746,100.0,0.0,22.0,0.933,0.943,0.975
CZE,2018,79,83,481,64,545,0.1174311926605504,0.817,0.717,0.725,100.0,0.0,22.5,0.939,0.936,0.978
CZE,2019,93,97,523,89,612,0.1454248366013072,0.808,0.712,0.711,100.0,0.0,22.5,0.94,0.933,0.978
CZE,2020,76,76,304,60,364,0.1648351648351648,0.815,0.719,0.725,100.0,0.0,23.0,0.916,0.933,0.985
CZE,2021,55,70,242,46,288,0.1597222222222222,0.794,0.706,0.707,100.0,0.0,23.0,0.911,0.906,0.97
CZE,2022,47,47,355,49,404,0.1212871287128712,0.857,0.789,0.772,100.0,0.0,26.0,0.95,0.943,0.985
CZE,2023,131,520,1853,298,2151,0.1385402138540213,0.869,0.801,0.783,100.0,0.0,26.0,0.953,0.944,0.985
CZE,2024,124,736,2802,483,3285,0.1470319634703196,0.87,0.817,0.786,100.0,0.0,26.0,0.955,0.949,0.985
DEU,2021,9,15,45,4,49,0.0816326530612244,0.864,0.816,0.8,100.0,0.0,34.92,0.954,0.947,0.975
DEU,2022,172,273,1316,214,1530,0.1398692810457516,0.854,0.805,0.791,100.0,0.0,35.05,0.951,0.939,0.975
DEU,2023,109,142,782,146,928,0.1573275862068965,0.854,0.812,0.791,100.0,0.0,35.19,0.951,0.939,0.975
DEU,2024,55,127,650,106,756,0.1402116402116402,0.839,0.792,0.769,100.0,0.0,35.3,0.941,0.922,0.975
DJI,2023,79,79,545,59,604,0.097682119205298,0.25,0.121,0.189,100.0,4.0,26.15,0.408,0.419,0.415
DJI,2024,50,50,292,49,341,0.1436950146627566,0.25,0.121,0.194,100.0,4.0,26.2,0.408,0.419,0.415
DNK,2014,3,3,9,5,14,0.3571428571428571,0.922,0.896,0.884,100.0,0.0,37.99,0.963,0.985,0.97
DNK,2015,5,12,74,3,77,0.0389610389610389,0.923,0.896,0.884,100.0,0.0,37.43,0.968,0.985,0.97
DNK,2016,4,8,26,10,36,0.2777777777777778,0.921,0.894,0.882,100.0,0.0,37.43,0.967,0.983,0.97
DNK,2018,1,21,79,57,136,0.4191176470588235,0.921,0.893,0.883,100.0,0.0,37.43,0.961,0.983,0.97
DNK,2022,5,14,91,17,108,0.1574074074074074,0.918,0.89,0.88,100.0,0.0,43.58,0.959,0.982,0.97
DNK,2023,8,16,85,17,102,0.1666666666666666,0.916,0.884,0.878,100.0,0.0,43.58,0.959,0.982,0.97
DNK,2024,3,10,58,12,70,0.1714285714285714,0.916,0.883,0.878,100.0,0.0,45.3,0.959,0.982,0.97
DOM,2020,253,267,1791,393,2184,0.1799450549450549,0.643,0.4,0.336,100.0,3.0,27.89,0.884,0.925,0.869
DOM,2021,1179,1179,7317,1663,8980,0.1851893095768374,0.687,0.444,0.389,100.0,3.0,27.89,0.884,0.936,0.874
DOM,2022,3178,4826,31101,9393,40494,0.2319602904133945,0.683,0.437,0.368,100.0,3.0,27.9,0.882,0.929,0.874
DOM,2023,3470,5524,35421,10530,45951,0.2291571456551544,0.683,0.431,0.371,100.0,3.0,27.89,0.882,0.929,0.874
DOM,2024,2968,4404,28276,9062,37338,0.2427018051315014,0.705,0.45,0.394,100.0,3.0,36.8,0.871,0.921,0.887
DZA,2017,1,1,2,0,2,0.0,0.307,0.155,0.265,100.0,3.0,25.76,0.583,0.481,0.659
DZA,2018,4,4,8,0,8,0.0,0.307,0.156,0.251,100.0,3.0,25.76,0.573,0.489,0.659
DZA,2019,20,20,59,3,62,0.0483870967741935,0.288,0.145,0.251,100.0,3.0,25.76,0.587,0.452,0.716
DZA,2020,16,16,46,4,50,0.08,0.278,0.146,0.257,100.0,3.0,25.97,0.553,0.426,0.622
DZA,2021,88,88,305,15,320,0.046875,0.277,0.132,0.264,100.0,3.0,8.11,0.485,0.374,0.563
DZA,2022,100,100,517,31,548,0.0565693430656934,0.267,0.115,0.255,100.0,3.0,7.86,0.407,0.333,0.438
DZA,2023,402,402,1902,227,2129,0.1066228276186002,0.265,0.115,0.255,100.0,3.0,7.86,0.419,0.333,0.466
DZA,2024,418,444,1829,172,2001,0.0859570214892553,0.259,0.116,0.238,100.0,3.0,7.9,0.416,0.324,0.482
ECU,2012,54,54,271,46,317,0.1451104100946372,0.589,0.307,0.418,100.0,3.0,32.26,0.829,0.718,0.9
ECU,2013,242,261,1093,175,1268,0.1380126182965299,0.541,0.268,0.385,100.0,3.0,38.69,0.798,0.648,0.877
ECU,2014,779,949,5489,1092,6581,0.1659322291445069,0.54,0.265,0.384,100.0,3.0,41.61,0.799,0.648,0.877
ECU,2015,239,241,1444,262,1706,0.1535756154747948,0.534,0.263,0.381,100.0,3.0,41.61,0.801,0.641,0.893
ECU,2016,165,165,1082,215,1297,0.1657671549730146,0.543,0.268,0.389,100.0,3.0,41.61,0.805,0.649,0.893
ECU,2017,322,322,2005,430,2435,0.1765913757700205,0.555,0.342,0.393,100.0,3.0,37.96,0.847,0.727,0.923
ECU,2018,274,288,1748,401,2149,0.1865984178687761,0.643,0.46,0.426,100.0,3.0,37.96,0.907,0.872,0.948
ECU,2019,258,258,1520,403,1923,0.2095683827353094,0.618,0.45,0.405,100.0,3.0,39.42,0.889,0.825,0.958
ECU,2020,267,321,1667,424,2091,0.2027737924438067,0.623,0.473,0.402,100.0,3.0,39.42,0.905,0.855,0.96
ECU,2021,450,457,3008,634,3642,0.1740801757276222,0.628,0.458,0.381,100.0,3.0,39.42,0.89,0.823,0.949
ECU,2022,496,549,3761,871,4632,0.1880397236614853,0.659,0.5,0.386,100.0,3.0,38.69,0.888,0.839,0.938
ECU,2023,398,446,3157,812,3969,0.2045855379188712,0.639,0.46,0.351,100.0,3.0,43.07,0.816,0.792,0.827
ECU,2024,388,391,2816,1008,3824,0.2635983263598326,0.651,0.446,0.309,100.0,3.0,43.1,0.759,0.787,0.671
EGY,2014,2,8,73,6,79,0.0759493670886076,0.135,0.085,0.078,100.0,0.0,,0.174,0.138,0.099
EGY,2015,3,5,20,0,20,0.0,0.155,0.095,0.079,100.0,0.0,,0.168,0.134,0.068
EGY,2016,1,2,2,2,4,0.5,0.178,0.123,0.089,100.0,0.0,14.93,0.172,0.137,0.068
EGY,2017,27,71,499,48,547,0.0877513711151736,0.177,0.116,0.093,100.0,0.0,14.93,0.177,0.135,0.088
EGY,2018,28,58,397,29,426,0.068075117370892,0.177,0.113,0.097,100.0,0.0,14.93,0.18,0.136,0.089
EGY,2019,710,1637,10774,1157,11931,0.0969742687117592,0.174,0.121,0.102,100.0,0.0,15.1,0.196,0.133,0.113
EGY,2020,610,1383,7556,500,8056,0.0620655412115193,0.175,0.121,0.105,100.0,4.0,27.41,0.209,0.129,0.139
EGY,2021,750,1487,7108,523,7631,0.0685362337832525,0.181,0.122,0.099,100.0,4.0,27.7,0.21,0.129,0.147
EGY,2022,758,1508,7603,742,8345,0.0889155182744158,0.184,0.129,0.101,100.0,4.0,27.53,0.239,0.135,0.21
EGY,2023,711,1475,7577,552,8129,0.0679050313691721,0.188,0.128,0.106,100.0,4.0,27.7,0.235,0.136,0.21
EGY,2024,546,1142,5286,571,5857,0.0974901826873826,0.186,0.129,0.112,100.0,4.0,27.7,0.266,0.143,0.264
ESP,2011,248,380,1739,328,2067,0.1586840832123851,0.893,0.822,0.807,100.0,3.0,36.0,0.96,0.961,0.97
ESP,2012,156,240,1521,258,1779,0.1450252951096121,0.892,0.805,0.796,100.0,3.0,36.0,0.959,0.961,0.965
ESP,2013,135,236,1808,307,2115,0.1451536643026004,0.872,0.776,0.766,100.0,3.0,36.0,0.957,0.953,0.971
ESP,2014,128,237,1517,253,1770,0.1429378531073446,0.872,0.776,0.764,100.0,3.0,41.14,0.956,0.952,0.971
ESP,2015,147,263,1589,319,1908,0.1671907756813417,0.854,0.762,0.756,100.0,3.0,40.0,0.949,0.932,0.971
ESP,2016,98,248,1093,246,1339,0.1837191934279313,0.847,0.767,0.751,100.0,3.0,39.14,0.949,0.932,0.971
ESP,2017,137,301,1928,425,2353,0.1806204844878878,0.833,0.756,0.726,100.0,3.0,39.14,0.946,0.92,0.971
ESP,2018,167,275,1785,427,2212,0.1930379746835443,0.854,0.776,0.762,100.0,3.0,41.14,0.949,0.931,0.971
ESP,2019,97,146,977,288,1265,0.2276679841897233,0.872,0.802,0.776,100.0,3.0,44.0,0.953,0.939,0.977
ESP,2020,174,315,1523,442,1965,0.2249363867684478,0.873,0.788,0.789,100.0,3.0,44.0,0.942,0.941,0.977
ESP,2021,253,420,2459,588,3047,0.1929766983918608,0.853,0.778,0.755,100.0,3.0,43.43,0.938,0.929,0.977
ESP,2022,251,437,2849,774,3623,0.2136351090256693,0.868,0.785,0.729,100.0,3.0,42.41,0.951,0.943,0.977
ESP,2023,183,308,2046,555,2601,0.2133794694348327,0.85,0.763,0.722,100.0,3.0,44.29,0.948,0.933,0.977
ESP,2024,267,683,4595,1370,5965,0.2296730930427493,0.829,0.745,0.702,100.0,3.0,44.3,0.948,0.931,0.977
EST,2008,4,4,16,3,19,0.1578947368421052,0.874,0.813,0.774,100.0,0.0,23.76,0.956,0.953,0.975
EST,2009,19,20,57,7,64,0.109375,0.874,0.814,0.776,100.0,0.0,22.77,0.958,0.96,0.975
EST,2010,16,16,102,15,117,0.1282051282051282,0.881,0.832,0.786,100.0,0.0,22.77,0.959,0.965,0.975
EST,2014,35,35,158,30,188,0.1595744680851064,0.887,0.839,0.789,100.0,0.0,19.0,0.961,0.969,0.975
EST,2015,93,93,388,142,530,0.2679245283018868,0.895,0.847,0.797,100.0,0.0,23.76,0.962,0.969,0.975
EST,2016,149,149,688,177,865,0.2046242774566474,0.907,0.862,0.821,100.0,0.0,26.73,0.962,0.973,0.975
EST,2017,152,152,799,170,969,0.175438596491228,0.906,0.861,0.817,100.0,0.0,26.73,0.96,0.969,0.975
EST,2018,56,56,201,38,239,0.1589958158995816,0.905,0.862,0.816,100.0,0.0,28.71,0.96,0.969,0.975
EST,2019,30,38,196,22,218,0.1009174311926605,0.898,0.849,0.808,100.0,0.0,28.71,0.957,0.963,0.975
EST,2020,20,26,95,21,116,0.1810344827586207,0.896,0.843,0.81,100.0,0.0,27.72,0.959,0.967,0.975
EST,2021,11,11,45,18,63,0.2857142857142857,0.898,0.855,0.811,100.0,0.0,25.74,0.964,0.971,0.975
EST,2022,75,86,420,92,512,0.1796875,0.895,0.854,0.81,100.0,0.0,27.72,0.964,0.965,0.981
EST,2023,146,192,1014,271,1285,0.2108949416342412,0.895,0.849,0.808,100.0,0.0,28.81,0.964,0.965,0.981
EST,2024,139,243,1357,383,1740,0.2201149425287356,0.895,0.85,0.808,100.0,0.0,29.7,0.96,0.965,0.981
FIN,2019,425,469,1478,625,2103,0.2971944840703756,0.88,0.842,0.805,100.0,0.0,46.0,0.961,0.96,0.987
FIN,2020,368,368,719,388,1107,0.3504968383017163,0.879,0.842,0.801,100.0,0.0,46.0,0.962,0.964,0.987
FIN,2021,423,448,1019,462,1481,0.3119513841998649,0.872,0.836,0.785,100.0,0.0,46.0,0.956,0.956,0.987
FIN,2022,475,535,1202,546,1748,0.3123569794050343,0.873,0.833,0.788,100.0,0.0,45.5,0.955,0.959,0.987
FIN,2023,198,219,561,299,860,0.3476744186046511,0.865,0.825,0.777,100.0,0.0,46.0,0.953,0.95,0.987
FIN,2024,370,384,861,404,1265,0.3193675889328063,0.847,0.802,0.736,100.0,0.0,46.0,0.947,0.939,0.987
FJI,2012,184,184,658,99,757,0.130779392338177,0.137,0.107,0.149,0.0,0.0,,0.597,0.323,0.752
FJI,2013,1428,1436,5056,928,5984,0.1550802139037433,0.142,0.115,0.158,100.0,0.0,,0.62,0.355,0.766
FJI,2014,1171,1173,4992,935,5927,0.1577526573308587,0.197,0.145,0.199,100.0,0.0,,0.675,0.481,0.797
FJI,2015,807,807,4425,927,5352,0.1732062780269058,0.387,0.268,0.289,100.0,0.0,16.0,0.714,0.551,0.832
FJI,2016,293,295,1417,278,1695,0.1640117994100295,0.398,0.278,0.296,100.0,0.0,16.0,0.717,0.557,0.851
FJI,2017,71,71,254,54,308,0.1753246753246753,0.405,0.287,0.297,100.0,0.0,16.0,0.73,0.581,0.851
FJI,2018,20,20,74,22,96,0.2291666666666666,0.404,0.285,0.303,100.0,0.0,19.61,0.716,0.575,0.847
FJI,2019,763,1321,7864,1994,9858,0.2022722661797525,0.393,0.267,0.292,100.0,0.0,19.61,0.699,0.583,0.791
FJI,2020,653,1005,5407,1266,6673,0.189719766222089,0.408,0.273,0.302,100.0,0.0,21.57,0.69,0.591,0.783
FJI,2021,743,1902,8743,2433,11176,0.2176986399427344,0.402,0.272,0.281,100.0,0.0,21.57,0.683,0.582,0.783
FJI,2022,764,7944,50111,12287,62398,0.1969133626077759,0.399,0.266,0.272,100.0,0.0,10.91,0.677,0.582,0.783
FJI,2023,198,1329,7319,2070,9389,0.2204707636596016,0.511,0.415,0.355,100.0,0.0,10.91,0.763,0.753,0.86
FJI,2024,25,168,1195,221,1416,0.1560734463276836,0.516,0.414,0.386,100.0,0.0,9.1,0.77,0.755,0.86
FRA,2000,1,1,2,0,2,0.0,0.877,0.8,0.779,100.0,0.0,10.92,0.953,0.966,0.962
FRA,2009,1,1,1,0,1,0.0,0.886,0.814,0.793,100.0,2.0,18.54,0.953,0.966,0.962
FRA,2017,6,7,54,12,66,0.1818181818181818,0.887,0.815,0.793,100.0,2.0,36.69,0.947,0.963,0.962
FRA,2018,18,21,138,18,156,0.1153846153846153,0.875,0.797,0.777,100.0,2.0,39.58,0.946,0.954,0.962
FRA,2019,16,26,130,39,169,0.2307692307692307,0.867,0.793,0.762,100.0,2.0,39.51,0.942,0.95,0.962
FRA,2020,81,117,297,70,367,0.1907356948228883,0.866,0.789,0.755,100.0,2.0,39.51,0.915,0.946,0.936
FRA,2021,78,133,423,90,513,0.175438596491228,0.867,0.788,0.76,100.0,2.0,39.51,0.916,0.949,0.936
FRA,2022,55,97,272,68,340,0.2,0.878,0.808,0.763,100.0,2.0,37.78,0.919,0.96,0.942
FRA,2023,25,30,72,21,93,0.2258064516129032,0.876,0.81,0.73,100.0,2.0,37.78,0.915,0.955,0.942
FRA,2024,27,50,90,42,132,0.3181818181818182,0.866,0.799,0.728,100.0,2.0,36.1,0.913,0.952,0.942
GAB,2014,4,8,21,5,26,0.1923076923076923,0.373,0.228,0.293,100.0,0.0,14.17,0.86,0.808,0.941
GAB,2015,13,18,106,12,118,0.1016949152542373,0.373,0.228,0.293,100.0,0.0,14.17,0.86,0.808,0.941
GAB,2018,1,1,14,2,16,0.125,0.386,0.214,0.292,100.0,3.0,17.91,0.851,0.808,0.914
GAB,2023,21,26,159,32,191,0.1675392670157068,0.329,0.189,0.257,0.0,3.0,24.49,0.785,0.762,0.785
GAB,2024,110,165,924,148,1072,0.1380597014925373,0.229,0.155,0.217,0.0,3.0,25.5,0.794,0.77,0.785
GBR,2006,11,11,41,6,47,0.1276595744680851,0.867,0.805,0.75,100.0,0.0,19.81,0.937,0.956,0.964
GBR,2007,14,14,38,10,48,0.2083333333333333,0.867,0.805,0.75,100.0,0.0,19.81,0.937,0.956,0.964
GBR,2008,17,17,66,12,78,0.1538461538461538,0.867,0.805,0.75,100.0,0.0,19.81,0.937,0.956,0.964
GBR,2009,20,20,68,24,92,0.2608695652173913,0.867,0.805,0.75,100.0,0.0,19.81,0.937,0.956,0.964
GBR,2010,220,313,1257,186,1443,0.1288981288981289,0.866,0.803,0.745,100.0,0.0,22.0,0.936,0.953,0.964
