country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg
BHR,2023,1853,1844,9066,2641,11707,0.22559152643717434,0.20524716631143644
BHR,2024,1912,1908,9739,3332,13071,0.2549154617091271,0.24074249616306664
BHS,2015,6,6,36,10,46,0.21739130434782608,0.15277777777777776
BHS,2016,454,445,2499,664,3163,0.20992728422383813,0.2125562617111452
BHS,2017,442,434,2206,650,2856,0.22759103641456582,0.22191581166814295
BHS,2018,60,56,327,100,427,0.234192037470726,0.23734930188664238
BHS,2019,36,36,163,36,199,0.18090452261306533,0.18387846721180054
BHS,2020,29,21,58,13,71,0.18309859154929578,0.2357142857142857
BHS,2021,79,72,336,59,395,0.14936708860759493,0.11734812279510422
BHS,2022,109,86,388,76,464,0.16379310344827586,0.18565283230980906
BHS,2023,104,84,372,123,495,0.24848484848484848,0.2113760646061066
BHS,2024,175,137,576,234,810,0.28888888888888886,0.2622765466061663
BIH,2012,151,151,1029,125,1154,0.10831889081455806,0.09429390812533125
BIH,2013,253,246,1584,231,1815,0.12727272727272726,0.09897931303777789
BIH,2014,235,233,1461,209,1670,0.1251497005988024,0.10118201523618152
BIH,2015,64,64,387,51,438,0.11643835616438356,0.10810477863107339
BIH,2016,7,7,25,3,28,0.10714285714285714,0.15584415584415584
BIH,2020,345,335,1284,342,1626,0.21033210332103322,0.33715954146911487
BIH,2021,901,860,4361,969,5330,0.18180112570356471,0.20688030796105453
BIH,2022,1778,1683,10105,2169,12274,0.17671500733257292,0.1883434625420425
BIH,2023,2534,2445,13882,3365,17247,0.19510639531512727,0.18490590310434987
BIH,2024,1557,1506,8341,2314,10655,0.21717503519474426,0.21663170889827663
BLR,2000,3,3,11,0,11,0.0,0.0
BLR,2011,17,17,109,6,115,0.05217391304347826,0.030392156862745094
BLR,2012,30,30,179,10,189,0.05291005291005291,0.03235294117647059
BLR,2013,98,98,462,35,497,0.07042253521126761,0.06480167491572053
BLR,2014,169,169,985,123,1108,0.11101083032490974,0.12926732171149338
BLR,2015,195,195,1028,124,1152,0.1076388888888889,0.1295816305254629
BLR,2016,300,300,1768,269,2037,0.13205694648993618,0.13151226367409233
BLR,2017,301,300,1712,284,1996,0.14228456913827656,0.12023061651812604
BLR,2018,200,199,1069,193,1262,0.15293185419968305,0.12573685059644268
BLR,2019,176,176,1003,158,1161,0.13608957795004306,0.10787508846036582
BLR,2020,136,135,565,82,647,0.1267387944358578,0.09942382478855909
BLR,2021,123,122,512,51,563,0.0905861456483126,0.08600005759663634
BLR,2022,151,151,608,78,686,0.11370262390670553,0.09396707964588759
BLR,2023,181,181,788,78,866,0.09006928406466513,0.07531690044689719
BLR,2024,1628,1560,7531,1333,8864,0.15038357400722022,0.13286496942236403
BLZ,2018,3,0,0,0,0,,
BLZ,2019,6,6,40,10,50,0.2,0.17833800186741364
BLZ,2020,48,30,101,12,113,0.10619469026548672,0.12414141414141414
BLZ,2021,143,136,658,81,739,0.10960757780784844,0.12182052016610839
BLZ,2022,222,208,1168,254,1422,0.17862165963431786,0.21201526330500492
BLZ,2023,220,207,1273,317,1590,0.19937106918238995,0.18759528752989066
BLZ,2024,160,150,935,281,1216,0.23108552631578946,0.2337212803249955
BOL,2013,49,40,179,28,207,0.13526570048309178,0.13854052197802197
BOL,2014,190,151,765,175,940,0.18617021276595744,0.18051763790466555
BOL,2015,224,199,927,263,1190,0.22100840336134453,0.20758220701688038
BOL,2016,750,705,4048,869,4917,0.1767337807606264,0.16371892337194358
BOL,2017,1120,1089,6412,1415,7827,0.1807844640347515,0.17996468766155316
BOL,2018,1002,982,5452,1127,6579,0.17130262957896336,0.15198299983445765
BOL,2019,1142,1100,6770,1565,8335,0.1877624475104979,0.17934723078749534
BOL,2020,196,156,866,254,1120,0.22678571428571428,0.21178887884175368
BOL,2021,702,666,3246,653,3899,0.1674788407283919,0.16859217042917182
BOL,2022,278,248,1552,359,1911,0.1878597592883307,0.15929104822945953
BOL,2023,1098,1027,5084,1383,6467,0.2138549559301067,0.21498035491511938
BOL,2024,760,721,4018,1378,5396,0.2553743513713862,0.27992760244184456
BRA,2011,6,0,0,0,0,,
BRA,2012,7,2,3,0,3,0.0,0.0
BRA,2014,28,20,84,13,97,0.13402061855670103,0.18805555555555556
BRA,2015,277,185,1064,109,1173,0.09292412617220801,0.13185764850524576
BRA,2016,295,159,797,121,918,0.1318082788671024,0.16722647702114962
BRA,2017,68,18,57,7,64,0.109375,0.14421296296296296
BRA,2018,30,15,99,16,115,0.1391304347826087,0.10414529914529914
BRA,2019,42,16,113,12,125,0.096,0.06736111111111111
BRA,2020,1,0,0,0,0,,
BRN,2015,6,6,24,3,27,0.1111111111111111,0.13095238095238096
BRN,2016,27,27,104,19,123,0.15447154471544716,0.12154808317089019
BRN,2017,8,8,33,6,39,0.15384615384615385,0.1480654761904762
BRN,2018,4,4,10,1,11,0.09090909090909091,0.125
BRN,2019,12,12,49,9,58,0.15517241379310345,0.15299707602339183
BRN,2020,6,6,23,3,26,0.11538461538461539,0.08333333333333333
BRN,2021,11,11,39,4,43,0.09302325581395349,0.10151515151515152
BRN,2022,11,11,27,3,30,0.1,0.10606060606060605
BRN,2023,13,13,53,12,65,0.18461538461538463,0.22622377622377624
BRN,2024,5,5,18,3,21,0.14285714285714285,0.15
BTN,2008,1,1,2,0,2,0.0,0.0
BTN,2009,5,5,15,2,17,0.11764705882352941,0.13999999999999999
BTN,2010,3,3,20,1,21,0.047619047619047616,0.023809523809523808
BTN,2011,37,37,199,17,216,0.0787037037037037,0.09258999258999259
BTN,2012,28,28,71,7,78,0.08974358974358974,0.08154761904761905
BTN,2013,37,37,173,24,197,0.1218274111675127,0.09378819378819378
BTN,2014,42,41,269,42,311,0.13504823151125403,0.1087213095681064
BTN,2015,48,46,286,68,354,0.192090395480226,0.19037113249069773
BTN,2016,131,126,545,100,645,0.15503875968992248,0.15779146999385096
BTN,2017,136,135,757,148,905,0.16353591160220995,0.13979424231058218
BTN,2018,155,150,951,227,1178,0.1926994906621392,0.1602643637366868
BTN,2019,155,151,1029,232,1261,0.18398096748612214,0.1853298584458755
BTN,2020,118,110,594,115,709,0.1622002820874471,0.15005226947740316
BTN,2021,192,184,852,178,1030,0.17281553398058253,0.15845675977792623
BTN,2022,137,124,450,99,549,0.18032786885245902,0.18200026833802926
BTN,2023,160,147,745,155,900,0.17222222222222222,0.1678845530886347
BTN,2024,125,124,548,114,662,0.17220543806646527,0.1715355577903016
CAN,2015,33,33,150,29,179,0.16201117318435754,0.10905277382550109
CAN,2016,143,139,876,255,1131,0.22546419098143236,0.15371067139570604
CAN,2017,81,78,385,84,469,0.1791044776119403,0.13097577384907702
CAN,2018,51,49,158,21,179,0.11731843575418995,0.0913348556205699
CAN,2019,54,54,163,17,180,0.09444444444444444,0.07109449192782526
CAN,2020,21,21,87,7,94,0.07446808510638298,0.05600907029478458
CAN,2021,23,21,64,23,87,0.26436781609195403,0.19047619047619047
CAN,2022,2,1,11,7,18,0.3888888888888889,0.3888888888888889
CHE,2012,1,1,3,4,7,0.5714285714285714,0.5714285714285714
CHE,2013,2,2,8,2,10,0.2,0.1111111111111111
CHE,2014,71,67,260,60,320,0.1875,0.16387708477260715
CHE,2015,125,112,456,76,532,0.14285714285714285,0.11731426598672838
CHE,2016,91,84,373,70,443,0.1580135440180587,0.13350351698565985
CHE,2017,91,78,352,75,427,0.1756440281030445,0.1689303615774204
CHE,2018,76,70,347,63,410,0.15365853658536585,0.1716523754023754
CHE,2019,69,60,326,65,391,0.16624040920716113,0.17886041246335363
CHE,2020,25,18,94,11,105,0.10476190476190476,0.08102175602175603
CHE,2021,18,13,79,8,87,0.09195402298850575,0.09435564435564435
CHE,2022,11,9,36,6,42,0.14285714285714285,0.28362573099415206
CHE,2023,11,8,25,5,30,0.16666666666666666,0.1625
CHE,2024,15,10,25,10,35,0.2857142857142857,0.2619047619047619
CHL,2015,40,32,181,79,260,0.3038461538461538,0.37133907248796955
CHL,2016,23,21,25,27,52,0.5192307692307693,0.5962585034013606
CHL,2018,8,8,52,32,84,0.38095238095238093,0.3721813725490196
CHL,2019,254,228,1254,235,1489,0.15782404298186703,0.166429553524389
CHL,2020,169,141,602,127,729,0.17421124828532236,0.20333409852228015
CHL,2021,331,277,1131,286,1417,0.2018348623853211,0.21002288013065248
CHL,2022,150,140,680,341,1021,0.3339862879529873,0.36384092755001646
CHL,2023,435,414,2149,707,2856,0.24754901960784315,0.264640026301155
CHL,2024,338,307,1660,557,2217,0.25124041497519173,0.27642164692617993
CHN,2014,77,8,41,3,44,0.06818181818181818,0.03173076923076923
CHN,2015,73,8,41,4,45,0.08888888888888889,0.05625
CHN,2016,16,2,13,0,13,0.0,0.0
CHN,2017,20,0,0,0,0,,
CHN,2018,2,2,5,1,6,0.16666666666666666,0.125
CHN,2019,2,2,23,0,23,0.0,0.0
CHN,2020,6,4,21,0,21,0.0,0.0
CHN,2021,10,6,56,2,58,0.034482758620689655,0.02556818181818182
CHN,2022,22,5,12,2,14,0.14285714285714285,0.08
CHN,2023,28,3,24,7,31,0.22580645161290322,0.28095238095238095
CIV,2007,16,16,80,9,89,0.10112359550561797,0.11041666666666666
CIV,2008,22,22,96,5,101,0.04950495049504951,0.07196969696969696
CIV,2009,4,4,8,2,10,0.2,0.16666666666666666
CIV,2010,4,4,19,0,19,0.0,0.0
CIV,2011,15,15,42,6,48,0.125,0.05333333333333333
CIV,2012,50,50,245,27,272,0.09926470588235294,0.08861111111111111
CIV,2013,85,85,440,47,487,0.09650924024640657,0.09516070530776413
CIV,2014,50,50,238,27,265,0.1018867924528302,0.09599675324675325
CIV,2015,74,74,363,42,405,0.1037037037037037,0.08688610168873327
CIV,2016,67,67,389,49,438,0.11187214611872145,0.07668174105723202
CIV,2017,96,96,441,59,500,0.118,0.11042299934794719
CIV,2018,39,39,255,36,291,0.12371134020618557,0.06628736606112172
CIV,2019,97,97,468,73,541,0.13493530499075784,0.09768655978480113
CIV,2020,31,31,163,21,184,0.11413043478260869,0.08907159149094632
CIV,2021,84,84,440,78,518,0.15057915057915058,0.1341129866865161
CIV,2022,69,67,426,105,531,0.1977401129943503,0.2043287168396914
CIV,2023,199,197,1195,247,1442,0.17128987517337033,0.19026245693203897
CIV,2024,255,244,1594,457,2051,0.22281813749390542,0.23007712737687236
COD,2019,15,15,101,16,117,0.13675213675213677,0.1283537718320327
COD,2020,69,38,197,64,261,0.24521072796934865,0.2064304347545345
COD,2021,2,2,2,0,2,0.0,0.0
COD,2022,1260,1230,8035,1446,9481,0.1525155574306508,0.1357507931796153
COD,2023,2212,2091,14095,3404,17499,0.1945254014515115,0.18300205723443894
COD,2024,2266,2167,14616,3299,17915,0.18414736254535305,0.1761115410227219
COL,2011,142,126,663,139,802,0.17331670822942644,0.2754968571283255
COL,2012,905,802,5013,1533,6546,0.23418881759853347,0.26485908924908735
COL,2013,844,695,3797,1241,5038,0.2463279078999603,0.3303174458328429
COL,2014,1162,848,4009,1452,5461,0.2658853689800403,0.34613493256523264
