country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg,women_parl_pct,women_parl_ratio
CIV,2018,39,39,255,36,291,0.1237113402061855,0.0662873660611217,10.5882352941176,0.10588235294117601
CIV,2019,97,97,468,73,541,0.1349353049907578,0.0976865597848011,10.9803921568627,0.109803921568627
CIV,2020,31,31,163,21,184,0.1141304347826086,0.0890715914909463,11.3725490196078,0.11372549019607799
CIV,2021,84,84,440,78,518,0.1505791505791505,0.1341129866865161,14.1732283464567,0.141732283464567
CIV,2022,69,67,426,105,531,0.1977401129943503,0.2043287168396914,14.1732283464567,0.141732283464567
CIV,2023,199,197,1195,247,1442,0.1712898751733703,0.1902624569320389,13.7254901960784,0.137254901960784
CIV,2024,255,244,1594,457,2051,0.2228181374939054,0.2300771273768723,13.3858267716535,0.133858267716535
COD,2019,15,15,101,16,117,0.1367521367521367,0.1283537718320327,10.0,0.1
COD,2020,69,38,197,64,261,0.2452107279693486,0.2064304347545345,12.8,0.128
COD,2021,2,2,2,0,2,0.0,0.0,12.8,0.128
COD,2022,1260,1230,8035,1446,9481,0.1525155574306508,0.1357507931796153,12.8,0.128
COD,2023,2212,2091,14095,3404,17499,0.1945254014515115,0.1830020572344389,12.8,0.128
COD,2024,2266,2167,14616,3299,17915,0.184147362545353,0.1761115410227219,12.9979035639413,0.129979035639413
COL,2011,142,126,663,139,802,0.1733167082294264,0.2754968571283255,12.1212121212121,0.121212121212121
COL,2012,905,802,5013,1533,6546,0.2341888175985334,0.2648590892490873,12.1212121212121,0.121212121212121
COL,2013,844,695,3797,1241,5038,0.2463279078999603,0.3303174458328429,12.1212121212121,0.121212121212121
COL,2014,1162,848,4009,1452,5461,0.2658853689800403,0.3461349325652326,19.8795180722892,0.198795180722892
COL,2015,803,715,5193,1601,6794,0.2356491021489549,0.3110966142130973,19.8795180722892,0.198795180722892
COL,2016,1752,1574,11393,3437,14830,0.2317599460552933,0.2731929448391573,19.8795180722892,0.198795180722892
COL,2017,1831,1661,12084,3713,15797,0.2350446287269735,0.2755567517497238,18.6746987951807,0.186746987951807
COL,2018,1774,1650,11663,3492,15155,0.2304190036291653,0.2562298533167164,18.1286549707602,0.181286549707602
COL,2019,1380,1191,7686,2458,10144,0.2423107255520504,0.2465279031536824,18.7134502923977,0.187134502923977
COL,2020,525,385,1727,558,2285,0.2442013129102844,0.3274456219763964,18.3431952662722,0.183431952662722
COL,2021,833,648,2733,1051,3784,0.2777484143763213,0.3211277120600434,18.8235294117647,0.188235294117647
COL,2022,2138,1917,9855,3841,13696,0.2804468457943925,0.3293265571875604,28.8770053475936,0.288770053475936
COL,2023,2939,2641,15172,5831,21003,0.2776270056658572,0.2945000374447762,28.8770053475936,0.288770053475936
COL,2024,3008,2769,15879,7489,23368,0.3204809996576515,0.3401166734256188,29.4117647058824,0.29411764705882404
COM,2017,171,166,1069,116,1185,0.0978902953586497,0.0737024177919472,6.06060606060606,0.060606060606060594
COM,2018,47,45,239,27,266,0.1015037593984962,0.0853693018940696,6.06060606060606,0.060606060606060594
COM,2019,6,5,19,5,24,0.2083333333333333,0.2333333333333333,6.06060606060606,0.060606060606060594
COM,2020,48,45,407,58,465,0.1247311827956989,0.0931931805469817,16.6666666666667,0.166666666666667
COM,2021,60,59,164,30,194,0.1546391752577319,0.0968087591861008,16.6666666666667,0.166666666666667
COM,2022,33,33,153,31,184,0.1684782608695652,0.1530259701312332,16.6666666666667,0.166666666666667
COM,2023,36,33,209,25,234,0.1068376068376068,0.0932643609114197,16.6666666666667,0.166666666666667
COM,2024,8,7,21,19,40,0.475,0.1952380952380952,16.6666666666667,0.166666666666667
CPV,2018,1,1,2,1,3,0.3333333333333333,0.3333333333333333,23.6111111111111,0.236111111111111
CPV,2019,713,630,3613,672,4285,0.1568261376896149,0.1596281742430201,23.6111111111111,0.236111111111111
CPV,2020,468,404,1904,289,2193,0.1317829457364341,0.125455528765291,25.0,0.25
CPV,2021,357,338,1713,310,2023,0.1532377656945131,0.1476006064174452,38.8888888888889,0.388888888888889
CPV,2022,854,784,4010,863,4873,0.1770982967371229,0.181337533024876,38.8888888888889,0.388888888888889
CPV,2023,1108,994,5452,1438,6890,0.2087082728592162,0.216670564048477,41.6666666666667,0.416666666666667
CPV,2024,645,568,3211,892,4103,0.2174019010480136,0.2157216895562917,38.8888888888889,0.388888888888889
CUB,2017,434,331,1469,271,1740,0.1557471264367816,0.1491835660242449,48.8562091503268,0.48856209150326796
CUB,2018,967,813,3717,833,4550,0.183076923076923,0.1787733633674258,53.2231404958678,0.532231404958678
CUB,2019,1218,964,4415,1045,5460,0.1913919413919413,0.1839940818120455,53.2231404958678,0.532231404958678
CUB,2020,1398,1136,4007,1026,5033,0.2038545599046294,0.1789239316429596,53.2231404958678,0.532231404958678
CUB,2021,1542,1234,6325,1152,7477,0.1540724889661629,0.1543810759003304,53.4129692832764,0.534129692832764
CUB,2022,2018,1730,10005,1957,11962,0.1636014044474168,0.1564502168350814,53.4129692832764,0.534129692832764
CUB,2023,2268,2108,13819,2889,16708,0.1729111802729231,0.1594620495449567,55.7446808510638,0.557446808510638
CUB,2024,2267,2028,12608,2783,15391,0.1808199597167175,0.1792687194925005,55.7446808510638,0.557446808510638
CYP,2018,91,87,353,57,410,0.1390243902439024,0.1097905460374767,17.8571428571429,0.178571428571429
CYP,2019,121,120,533,67,600,0.1116666666666666,0.0997531163939832,17.8571428571429,0.178571428571429
CYP,2020,62,62,231,34,265,0.1283018867924528,0.1116740786095624,19.6428571428571,0.196428571428571
CYP,2021,15,15,84,11,95,0.1157894736842105,0.1212632396842923,14.2857142857143,0.14285714285714302
CYP,2022,216,212,933,180,1113,0.1617250673854447,0.133987258810372,14.2857142857143,0.14285714285714302
CYP,2023,333,327,1488,280,1768,0.1583710407239819,0.1315171335182949,14.2857142857143,0.14285714285714302
CYP,2024,430,413,1529,396,1925,0.2057142857142857,0.1917897045969595,14.2857142857143,0.14285714285714302
CZE,2007,1,0,0,0,0,,,15.5,0.155
CZE,2008,2,0,0,0,0,,,15.5,0.155
CZE,2009,44,29,66,9,75,0.12,0.1652298850574712,15.5,0.155
CZE,2010,13,12,35,2,37,0.054054054054054,0.0208333333333333,22.0,0.22
CZE,2011,9,9,58,4,62,0.064516129032258,0.023391812865497,22.0,0.22
CZE,2012,41,38,182,17,199,0.0854271356783919,0.0773086562560246,22.0,0.22
CZE,2013,34,34,177,4,181,0.0220994475138121,0.0220931029754559,19.5,0.195
CZE,2014,65,64,391,50,441,0.1133786848072562,0.0886935330294705,19.5,0.195
CZE,2015,62,60,428,57,485,0.1175257731958762,0.1026219545704839,20.0,0.2
CZE,2016,83,82,612,55,667,0.0824587706146926,0.0733388592517,20.0,0.2
CZE,2017,95,93,735,57,792,0.0719696969696969,0.0817401613574089,22.0,0.22
CZE,2018,83,83,481,64,545,0.1174311926605504,0.0958893761958964,22.0,0.22
CZE,2019,102,97,523,89,612,0.1454248366013072,0.1404989782080363,22.5,0.225
CZE,2020,76,76,304,60,364,0.1648351648351648,0.1447309634809634,22.5,0.225
CZE,2021,71,70,242,46,288,0.1597222222222222,0.1147510822510822,25.0,0.25
CZE,2022,47,47,355,49,404,0.1212871287128712,0.1277371356219916,25.5,0.255
CZE,2023,563,519,1853,297,2150,0.1381395348837209,0.1220664837103928,26.0,0.26
CZE,2024,773,736,2802,483,3285,0.1470319634703196,0.1217805228895314,26.0,0.26
DEU,2021,15,15,45,4,49,0.0816326530612244,0.0595238095238095,34.9184782608696,0.349184782608696
DEU,2022,284,273,1316,214,1530,0.1398692810457516,0.1041604737411488,34.9184782608696,0.349184782608696
DEU,2023,146,142,782,146,928,0.1573275862068965,0.1341663081718351,35.1902173913043,0.351902173913043
DEU,2024,129,127,650,106,756,0.1402116402116402,0.1151758651396032,35.3260869565217,0.353260869565217
DJI,2023,118,79,545,59,604,0.097682119205298,0.1202695679477824,26.1538461538462,0.261538461538462
DJI,2024,61,50,292,49,341,0.1436950146627566,0.093809595633125,26.1538461538462,0.261538461538462
DNK,2011,64,0,0,0,0,,,39.1061452513966,0.39106145251396596
DNK,2012,76,0,0,0,0,,,39.1061452513966,0.39106145251396596
DNK,2013,88,0,0,0,0,,,39.1061452513966,0.39106145251396596
DNK,2014,147,3,9,5,14,0.3571428571428571,0.1666666666666666,39.1061452513966,0.39106145251396596
DNK,2015,110,12,74,3,77,0.0389610389610389,0.0381944444444444,37.4301675977654,0.37430167597765396
DNK,2016,27,8,26,10,36,0.2777777777777778,0.2083333333333333,37.4301675977654,0.37430167597765396
DNK,2017,1,0,0,0,0,,,37.4301675977654,0.37430167597765396
DNK,2018,21,21,79,57,136,0.4191176470588235,0.4790438397581255,37.4301675977654,0.37430167597765396
DNK,2021,12,0,0,0,0,,,39.6648044692737,0.39664804469273696
DNK,2022,23,14,91,17,108,0.1574074074074074,0.1676587301587301,43.5754189944134,0.43575418994413395
DNK,2023,41,16,85,17,102,0.1666666666666666,0.1376578282828283,43.5754189944134,0.43575418994413395
DNK,2024,31,10,58,12,70,0.1714285714285714,0.2359523809523809,45.2513966480447,0.45251396648044695
DOM,2020,287,267,1791,393,2184,0.1799450549450549,0.1714852528398894,27.8947368421053,0.278947368421053
DOM,2021,1371,1179,7317,1663,8980,0.1851893095768374,0.1829204132789636,27.8947368421053,0.278947368421053
DOM,2022,5561,4826,31101,9393,40494,0.2319602904133945,0.2228580670606353,27.8947368421053,0.278947368421053
DOM,2023,6496,5524,35421,10530,45951,0.2291571456551544,0.2203537845688715,27.8947368421053,0.278947368421053
DOM,2024,5216,4404,28276,9062,37338,0.2427018051315014,0.2298750406912727,36.8421052631579,0.368421052631579
DZA,2017,1,1,2,0,2,0.0,0.0,25.7575757575758,0.257575757575758
DZA,2018,4,4,8,0,8,0.0,0.0,25.7575757575758,0.257575757575758
DZA,2019,23,20,59,3,62,0.0483870967741935,0.0203787878787878,25.7575757575758,0.257575757575758
DZA,2020,18,16,46,4,50,0.08,0.0267857142857142,25.7575757575758,0.257575757575758
DZA,2021,92,88,305,15,320,0.046875,0.0508264462809917,8.10810810810811,0.0810810810810811
DZA,2022,103,100,517,31,548,0.0565693430656934,0.0420203362880313,8.10810810810811,0.0810810810810811
DZA,2023,409,402,1902,227,2129,0.1066228276186002,0.093886267903582,7.86240786240786,0.0786240786240786
DZA,2024,448,444,1829,172,2001,0.0859570214892553,0.0729903027213398,7.86240786240786,0.0786240786240786
ECU,2012,59,54,271,46,317,0.1451104100946372,0.124041699041699,32.258064516129,0.32258064516129
ECU,2013,297,261,1093,175,1268,0.1380126182965299,0.1209308039767809,38.6861313868613,0.386861313868613
ECU,2014,1034,949,5489,1092,6581,0.1659322291445069,0.1653370390159482,41.6058394160584,0.416058394160584
ECU,2015,279,241,1444,262,1706,0.1535756154747948,0.1396275535745366,41.6058394160584,0.416058394160584
ECU,2016,183,165,1082,215,1297,0.1657671549730146,0.1662957458517548,41.6058394160584,0.416058394160584
ECU,2017,341,322,2005,430,2435,0.1765913757700205,0.167297531255061,37.956204379562,0.37956204379562003
ECU,2018,317,288,1748,401,2149,0.1865984178687761,0.1758479295747553,37.956204379562,0.37956204379562003
ECU,2019,261,258,1520,403,1923,0.2095683827353094,0.185883639870608,37.956204379562,0.37956204379562003
ECU,2020,392,321,1667,424,2091,0.2027737924438067,0.185676850473874,39.4160583941606,0.394160583941606
ECU,2021,527,457,3008,634,3642,0.1740801757276222,0.1773931313033722,39.4160583941606,0.394160583941606
ECU,2022,580,549,3761,871,4632,0.1880397236614853,0.1830669509821707,38.6861313868613,0.386861313868613
ECU,2023,461,446,3157,812,3969,0.2045855379188712,0.1893624329184138,43.0656934306569,0.430656934306569
ECU,2024,408,391,2816,1008,3824,0.2635983263598326,0.2424695351718106,43.0656934306569,0.430656934306569
EGY,2014,9,8,73,6,79,0.0759493670886076,0.0533008658008658,1.96850393700787,0.0196850393700787
EGY,2015,5,5,20,0,20,0.0,0.0,14.9328859060403,0.149328859060403
EGY,2016,2,2,2,2,4,0.5,0.5,14.9328859060403,0.149328859060403
EGY,2017,76,71,499,48,547,0.0877513711151736,0.081904871341491,14.9328859060403,0.149328859060403
EGY,2018,66,58,397,29,426,0.068075117370892,0.0809386973180076,14.9328859060403,0.149328859060403
EGY,2019,1794,1637,10774,1157,11931,0.0969742687117592,0.0881870020456183,14.9328859060403,0.149328859060403
EGY,2020,1646,1383,7556,500,8056,0.0620655412115193,0.0586592356976432,27.4111675126904,0.274111675126904
EGY,2021,1742,1487,7108,523,7631,0.0685362337832525,0.0595648514500646,27.7027027027027,0.27702702702702703
EGY,2022,1671,1508,7603,742,8345,0.0889155182744158,0.0727711241287687,27.580372250423,0.27580372250423
EGY,2023,1682,1475,7577,552,8129,0.0679050313691721,0.0550589997666242,27.5337837837838,0.275337837837838
EGY,2024,1308,1142,5286,571,5857,0.0974901826873826,0.0781643057013101,27.7027027027027,0.27702702702702703
ERI,2009,1,0,0,0,0,,,22.0,0.22
ERI,2010,9,0,0,0,0,,,22.0,0.22
ERI,2011,14,0,0,0,0,,,22.0,0.22
ERI,2012,6,0,0,0,0,,,22.0,0.22
ERI,2013,4,0,0,0,0,,,22.0,0.22
ERI,2014,4,0,0,0,0,,,22.0,0.22
ERI,2015,8,0,0,0,0,,,22.0,0.22
ERI,2016,32,0,0,0,0,,,22.0,0.22
ERI,2017,6,0,0,0,0,,,22.0,0.22
ERI,2018,5,0,0,0,0,,,22.0,0.22
ERI,2019,2,0,0,0,0,,,22.0,0.22
ERI,2020,5,0,0,0,0,,,22.0,0.22
ERI,2021,8,0,0,0,0,,,22.0,0.22
ERI,2022,12,0,0,0,0,,,22.0,0.22
ERI,2023,19,0,0,0,0,,,22.0,0.22
ERI,2024,5,0,0,0,0,,,22.0,0.22
ESP,2011,378,373,1712,322,2034,0.1583087512291052,0.1336185080359168,36.0,0.36
ESP,2012,243,240,1521,258,1779,0.1450252951096121,0.1094346214729285,36.0,0.36
ESP,2013,236,236,1808,307,2115,0.1451536643026004,0.1107765944356557,36.0,0.36
ESP,2014,235,234,1508,251,1759,0.1426947129050597,0.1227480608582259,39.7142857142857,0.397142857142857
ESP,2015,265,263,1589,319,1908,0.1671907756813417,0.1349316371840559,41.1428571428571,0.41142857142857103
ESP,2016,177,172,995,218,1213,0.179719703215169,0.1229023412917591,39.1428571428571,0.391428571428571
ESP,2017,305,301,1928,425,2353,0.1806204844878878,0.122297669764285,39.1428571428571,0.391428571428571
ESP,2018,279,274,1785,426,2211,0.1926729986431479,0.1566271964389594,39.1428571428571,0.391428571428571
ESP,2019,129,126,925,265,1190,0.2226890756302521,0.2078622500284338,44.0,0.44
ESP,2020,303,295,1435,401,1836,0.2184095860566448,0.1610028929862461,44.0,0.44
ESP,2021,434,420,2459,588,3047,0.1929766983918608,0.1575945506880229,43.4285714285714,0.434285714285714
ESP,2022,452,437,2849,774,3623,0.2136351090256693,0.1677028105719145,42.9799426934097,0.42979942693409695
ESP,2023,313,308,2046,555,2601,0.2133794694348327,0.1589106877594309,44.2857142857143,0.442857142857143
ESP,2024,695,683,4595,1370,5965,0.2296730930427493,0.1927077040726947,44.2857142857143,0.442857142857143
EST,2008,4,4,16,3,19,0.1578947368421052,0.15625,20.7920792079208,0.207920792079208
EST,2009,25,20,57,7,64,0.109375,0.0939285714285714,22.7722772277228,0.227722772277228
EST,2010,17,16,102,15,117,0.1282051282051282,0.1277101370851371,22.7722772277228,0.227722772277228
EST,2014,42,35,158,30,188,0.1595744680851064,0.1888932496075353,19.0,0.19
EST,2015,98,93,388,142,530,0.2679245283018868,0.3387372782534072,23.7623762376238,0.237623762376238
EST,2016,158,149,688,177,865,0.2046242774566474,0.2554752846491371,23.7623762376238,0.237623762376238
EST,2017,186,152,799,170,969,0.175438596491228,0.1725250615601153,26.7326732673267,0.267326732673267
EST,2018,58,56,201,38,239,0.1589958158995816,0.1422525639043496,26.7326732673267,0.267326732673267
EST,2019,45,38,196,22,218,0.1009174311926605,0.1057644110275689,29.7029702970297,0.297029702970297
EST,2020,43,26,95,21,116,0.1810344827586207,0.1239190548014077,28.7128712871287,0.287128712871287
EST,2021,16,11,45,18,63,0.2857142857142857,0.5056960583276373,25.7425742574257,0.257425742574257
EST,2022,97,86,420,92,512,0.1796875,0.2063204400458702,25.7425742574257,0.257425742574257
EST,2023,211,192,1014,271,1285,0.2108949416342412,0.2076067761812867,28.7128712871287,0.287128712871287
EST,2024,273,243,1357,383,1740,0.2201149425287356,0.2050073639040966,29.7029702970297,0.297029702970297
FIN,2019,690,469,1478,625,2103,0.2971944840703756,0.3486926950959006,47.0,0.47
FIN,2020,652,368,719,388,1107,0.3504968383017163,0.368122291355987,46.0,0.46
FIN,2021,793,448,1019,462,1481,0.3119513841998649,0.3827382450827271,46.0,0.46
FIN,2022,814,535,1202,546,1748,0.3123569794050343,0.369673599160395,45.5,0.455
FIN,2023,335,219,561,299,860,0.3476744186046511,0.3733338827266333,46.0,0.46
FIN,2024,572,384,861,404,1265,0.3193675889328063,0.3711878332661276,46.0,0.46
FJI,2012,232,184,658,99,757,0.130779392338177,0.1315359383973514,14.0,0.14
FJI,2013,1580,1436,5056,928,5984,0.1550802139037433,0.1258674608741982,14.0,0.14
FJI,2014,1295,1173,4992,935,5927,0.1577526573308587,0.1514801811686118,14.0,0.14
FJI,2015,819,807,4425,927,5352,0.1732062780269058,0.2323146082614803,16.0,0.16
FJI,2016,314,295,1417,278,1695,0.1640117994100295,0.2613785701247264,16.0,0.16
FJI,2017,73,71,254,54,308,0.1753246753246753,0.2135330470873138,16.0,0.16
FJI,2018,23,20,74,22,96,0.2291666666666666,0.2910795454545454,19.6078431372549,0.196078431372549
FJI,2019,1395,1321,7864,1994,9858,0.2022722661797525,0.2826596310054697,19.6078431372549,0.196078431372549
FJI,2020,1059,1005,5407,1266,6673,0.189719766222089,0.2929361730708839,19.6078431372549,0.196078431372549
FJI,2021,2002,1902,8743,2433,11176,0.2176986399427344,0.2592555029296993,21.5686274509804,0.21568627450980402
FJI,2022,8072,7944,50111,12287,62398,0.1969133626077759,0.1947448080376088,19.6078431372549,0.196078431372549
FJI,2023,1343,1329,7319,2070,9389,0.2204707636596016,0.2129807495781385,10.9090909090909,0.10909090909090899
FJI,2024,171,168,1195,221,1416,0.1560734463276836,0.18484235475629,9.09090909090909,0.0909090909090909
FRA,2000,1,1,2,0,2,0.0,0.0,10.9185441941075,0.109185441941075
FRA,2009,1,1,1,0,1,0.0,0.0,18.8908145580589,0.188908145580589
FRA,2017,9,7,54,12,66,0.1818181818181818,0.1430272108843537,38.9948006932409,0.389948006932409
FRA,2018,23,21,138,18,156,0.1153846153846153,0.0995624745624745,39.5833333333333,0.395833333333333
FRA,2019,39,26,130,39,169,0.2307692307692307,0.206077256077256,39.6880415944541,0.396880415944541
FRA,2020,200,113,283,67,350,0.1914285714285714,0.1824649758976726,39.5147313691508,0.395147313691508
FRA,2021,187,112,277,58,335,0.1731343283582089,0.1659535275800803,39.5147313691508,0.395147313691508
FRA,2022,156,94,257,64,321,0.1993769470404984,0.2769764514445365,37.261698440208,0.37261698440208
FRA,2023,53,30,72,21,93,0.2258064516129032,0.2364454064454064,37.7816291161178,0.377816291161178
FRA,2024,72,50,90,42,132,0.3181818181818182,0.3368477078477078,36.0485268630849,0.360485268630849
GAB,2014,8,8,21,5,26,0.1923076923076923,0.2333333333333333,15.0,0.15
GAB,2015,18,18,106,12,118,0.1016949152542373,0.091812865497076,14.1666666666667,0.141666666666667
GAB,2018,1,1,14,2,16,0.125,0.125,17.0940170940171,0.170940170940171
GAB,2022,1,0,0,0,0,,,15.3846153846154,0.153846153846154
GAB,2023,29,26,159,32,191,0.1675392670157068,0.1608233646695185,24.4897959183673,0.244897959183673
GAB,2024,166,165,924,148,1072,0.1380597014925373,0.1337376556895273,25.5102040816327,0.255102040816327
GBR,2006,14,11,41,6,47,0.1276595744680851,0.2412587412587412,19.6594427244582,0.19659442724458198
GBR,2007,21,14,38,10,48,0.2083333333333333,0.2698412698412698,19.5046439628483,0.19504643962848298
GBR,2008,21,17,66,12,78,0.1538461538461538,0.1915661136249371,19.5046439628483,0.19504643962848298
GBR,2009,24,20,68,24,92,0.2608695652173913,0.3274621212121212,19.5046439628483,0.19504643962848298
GBR,2010,353,312,1256,183,1439,0.1271716469770674,0.1217340574311728,22.0,0.22
GBR,2011,491,437,1938,269,2207,0.1218849116447666,0.1208990824837506,22.3076923076923,0.223076923076923
GBR,2012,440,392,1867,287,2154,0.1332404828226555,0.136104249996965,22.4615384615385,0.224615384615385
GBR,2013,1542,1256,4967,916,5883,0.1557028726840047,0.150970677166374,22.4615384615385,0.224615384615385
GBR,2014,709,585,2091,543,2634,0.2061503416856492,0.2198700372158338,22.6153846153846,0.22615384615384598
GBR,2015,461,378,1492,303,1795,0.1688022284122562,0.237179177883676,29.3846153846154,0.29384615384615403
GBR,2016,360,312,1104,376,1480,0.254054054054054,0.2981133094113863,29.5839753466872,0.295839753466872
GBR,2017,398,360,1493,376,1869,0.2011771000535045,0.2650349764101895,32.0,0.32
GBR,2018,776,626,2553,844,3397,0.2484545186929644,0.2702006386774158,32.1538461538462,0.32153846153846205
GBR,2019,1180,904,3779,1203,4982,0.2414692894419911,0.2548453690052973,32.0,0.32
GBR,2020,943,649,2041,606,2647,0.2289384208537967,0.2373295666744268,33.8461538461538,0.338461538461538
GBR,2021,890,592,2070,602,2672,0.2252994011976048,0.2667400148098677,34.2592592592593,0.342592592592593
GBR,2022,1154,838,2719,922,3641,0.2532271354023619,0.2994512908688263,34.5679012345679,0.345679012345679
GBR,2023,1017,869,2877,787,3664,0.2147925764192139,0.2070836812544212,34.6153846153846,0.346153846153846
GBR,2024,799,696,2153,716,2869,0.2495643081212966,0.2636755577361561,40.4615384615385,0.40461538461538504
GEO,2013,8,5,36,4,40,0.1,0.0615384615384615,12.0,0.12
GEO,2014,827,645,4704,526,5230,0.1005736137667304,0.093461679954912,12.0,0.12
GEO,2015,803,725,4420,461,4881,0.0944478590452776,0.0861909975485293,11.3333333333333,0.11333333333333301
GEO,2016,898,837,5655,648,6303,0.10280818657782,0.0909987972148829,16.0,0.16
GEO,2017,816,775,4573,431,5004,0.0861310951239008,0.0721524163110101,16.0,0.16
GEO,2018,802,768,4138,484,4622,0.1047165729121592,0.0894085597177339,16.0,0.16
GEO,2019,956,932,5342,773,6115,0.1264104660670482,0.10169378695181,14.7651006711409,0.147651006711409
GEO,2020,785,769,4423,742,5165,0.1436592449177154,0.1168322098061568,20.6666666666667,0.206666666666667
GEO,2021,1316,1206,6399,745,7144,0.1042833146696528,0.0854684537570593,19.3333333333333,0.193333333333333
GEO,2022,1145,951,4824,448,5272,0.0849772382397572,0.070132989693568,19.047619047619,0.19047619047619002
GEO,2023,1075,887,4075,483,4558,0.1059675296182536,0.0888644773134268,18.4397163120567,0.184397163120567
GEO,2024,782,676,3863,500,4363,0.1146000458400183,0.0925498694883461,22.6666666666667,0.226666666666667
GHA,2015,2,2,17,6,23,0.2608695652173913,0.2276785714285714,10.9090909090909,0.10909090909090899
GHA,2017,18,18,58,13,71,0.1830985915492957,0.2027777777777777,12.7272727272727,0.127272727272727
GHA,2018,335,329,1842,651,2493,0.2611311672683514,0.3056968925442399,12.7272727272727,0.127272727272727
GHA,2019,55,53,200,83,283,0.293286219081272,0.3701367968571076,13.0909090909091,0.130909090909091
GHA,2020,11,11,50,17,67,0.2537313432835821,0.262043512043512,13.0909090909091,0.130909090909091
GHA,2021,1,1,11,7,18,0.3888888888888889,0.3888888888888889,14.5454545454545,0.145454545454545
GHA,2022,50,49,202,95,297,0.3198653198653198,0.3894855844435677,14.5454545454545,0.145454545454545
GHA,2023,41,41,219,107,326,0.3282208588957055,0.3421342963200187,14.5454545454545,0.145454545454545
GHA,2024,17,17,108,45,153,0.2941176470588235,0.3041460087899716,14.5454545454545,0.145454545454545
GMB,2021,31,29,166,65,231,0.2813852813852814,0.2351114881287295,8.62068965517241,0.08620689655172409
GMB,2022,271,259,1040,317,1357,0.2336035372144436,0.2354249256560181,8.62068965517241,0.08620689655172409
GMB,2023,25,19,128,23,151,0.152317880794702,0.1654323884342623,8.62068965517241,0.08620689655172409
GMB,2024,63,41,302,61,363,0.1680440771349862,0.1434298051114482,8.62068965517241,0.08620689655172409
GNQ,2015,1,0,0,0,0,,,24.0,0.24
GNQ,2019,1923,1705,8736,1589,10325,0.1538983050847457,0.1614280475742798,21.0,0.21
GNQ,2020,2166,1730,7350,1261,8611,0.1464405992335385,0.158630653985841,21.0,0.21
GNQ,2021,3677,3320,17265,2789,20054,0.1390744988530966,0.1530228659087686,23.0,0.23
GNQ,2022,2095,1968,12090,2461,14551,0.169129269466016,0.1657136747262252,31.0,0.31
GNQ,2023,4006,3824,23048,4849,27897,0.1738179732587733,0.1729764397088939,31.0,0.31
GNQ,2024,4823,4645,29169,6466,35635,0.1814508208222253,0.1794940023464239,32.0,0.32
GRC,2010,23,18,46,5,51,0.0980392156862745,0.0555555555555555,17.3333333333333,0.173333333333333
GRC,2011,94,93,344,36,380,0.0947368421052631,0.0738943255072287,18.6666666666667,0.186666666666667
GRC,2012,58,58,193,17,210,0.0809523809523809,0.0932881773399014,21.0,0.21
GRC,2013,132,129,424,31,455,0.0681318681318681,0.0483942414174972,21.0,0.21
GRC,2014,188,188,629,57,686,0.0830903790087463,0.050240362474405,21.0,0.21
GRC,2015,123,121,403,23,426,0.0539906103286385,0.0473103572277125,19.6666666666667,0.196666666666667
GRC,2016,133,124,517,30,547,0.0548446069469835,0.0473653797183208,19.6666666666667,0.196666666666667
GRC,2017,172,171,597,59,656,0.0899390243902439,0.0579485816327921,18.3333333333333,0.18333333333333302
GRC,2018,162,162,399,29,428,0.0677570093457943,0.0364687438761512,18.6666666666667,0.186666666666667
GRC,2019,205,205,607,73,680,0.1073529411764705,0.0831014689120858,20.6666666666667,0.206666666666667
GRC,2020,233,231,539,55,594,0.0925925925925925,0.0805780438897322,21.6666666666667,0.216666666666667
GRC,2021,213,212,499,45,544,0.0827205882352941,0.0586862861210807,21.6666666666667,0.216666666666667
GRC,2022,302,299,849,102,951,0.1072555205047318,0.0732912293949083,21.0,0.21
GRC,2023,216,215,588,69,657,0.1050228310502283,0.0767228766065975,23.0,0.23
GRC,2024,252,252,652,97,749,0.1295060080106809,0.0825592021320312,23.0,0.23
GTM,2018,25,25,157,76,233,0.3261802575107296,0.3311410876704994,12.6582278481013,0.126582278481013
GTM,2019,834,772,4467,1292,5759,0.2243445042542108,0.2055587226336764,19.375,0.19375
GTM,2020,1102,941,4592,939,5531,0.1697703851021515,0.1755632170363077,19.375,0.19375
GTM,2021,4051,3515,16467,3200,19667,0.1627091066253114,0.1741521672999322,19.375,0.19375
GTM,2022,3778,3416,18449,3835,22284,0.1720965715311434,0.1722726694991925,19.375,0.19375
GTM,2023,2103,1853,9912,2307,12219,0.1888043211392094,0.191528544822081,20.0,0.2
GTM,2024,5312,4367,24505,7520,32025,0.2348165495706479,0.2373845793767243,20.0,0.2
GUY,2017,3,3,18,2,20,0.1,0.0952380952380952,31.8840579710145,0.318840579710145
GUY,2018,2,1,4,1,5,0.2,0.2,31.8840579710145,0.318840579710145
GUY,2019,6,5,8,9,17,0.5294117647058824,0.6,31.8840579710145,0.318840579710145
GUY,2020,5,5,8,0,8,0.0,0.0,35.7142857142857,0.357142857142857
GUY,2021,9,8,18,1,19,0.0526315789473684,0.0138888888888888,35.7142857142857,0.357142857142857
GUY,2022,40,35,108,33,141,0.2340425531914893,0.1966738816738816,35.3846153846154,0.35384615384615403
GUY,2023,146,125,577,106,683,0.1551976573938506,0.152675886686413,36.6197183098592,0.366197183098592
