country,year,n_images_all,n_images_people,n_male,n_female,n_people,female_ratio_totals,female_ratio_meanimg,women_parl_pct,women_parl_ratio
SRB,2019,800,791,4596,1074,5670,0.1894179894179894,0.1744282327284112,37.6518218623482,0.376518218623482
SRB,2020,453,443,2523,481,3004,0.1601198402130492,0.132484525147863,38.8,0.38799999999999996
SRB,2021,1361,1309,7238,1371,8609,0.1592519456382855,0.1454533038318087,39.2,0.392
SRB,2022,1771,1737,8964,1945,10909,0.178293152442937,0.1474163080247507,36.5546218487395,0.365546218487395
SRB,2023,1605,1554,8726,2195,10921,0.2009889204285322,0.1809277628533849,34.8,0.348
SRB,2024,709,679,3845,1118,4963,0.2252669756195849,0.2158292063051274,38.0,0.38
SUR,2020,102,69,373,116,489,0.2372188139059304,0.2572120025495312,29.4117647058824,0.29411764705882404
SUR,2021,1220,797,4017,812,4829,0.1681507558500724,0.174836016086593,29.4117647058824,0.29411764705882404
SUR,2022,3700,3069,18132,3562,21694,0.1641928643864663,0.1715385170458173,29.4117647058824,0.29411764705882404
SUR,2023,4893,4069,25127,7189,32316,0.2224594628048025,0.2345096884804129,29.4117647058824,0.29411764705882404
SUR,2024,4425,3935,23882,6953,30835,0.2254905140262688,0.2437162841340655,31.3725490196078,0.313725490196078
SVK,1970,2,2,7,3,10,0.3,0.1875,,
SVK,2009,18,15,59,7,66,0.106060606060606,0.1174074074074074,18.0,0.18
SVK,2010,98,89,339,71,410,0.173170731707317,0.1956557175658299,15.3333333333333,0.153333333333333
SVK,2011,70,48,374,35,409,0.0855745721271393,0.0795569531231295,16.0,0.16
SVK,2012,243,228,850,152,1002,0.1516966067864271,0.1031681740301114,18.6666666666667,0.186666666666667
SVK,2013,558,527,2243,316,2559,0.1234857366158655,0.0988535993187387,18.6666666666667,0.186666666666667
SVK,2014,545,522,2961,479,3440,0.1392441860465116,0.1194221384309101,18.6666666666667,0.186666666666667
SVK,2015,418,405,2481,380,2861,0.1328206920657113,0.1105148052111079,18.6666666666667,0.186666666666667
SVK,2016,364,352,2140,424,2564,0.1653666146645865,0.14603928243641,20.0,0.2
SVK,2017,183,178,901,165,1066,0.1547842401500938,0.1495165039581224,20.0,0.2
SVK,2018,58,52,266,49,315,0.1555555555555555,0.0968407667324076,20.0,0.2
SVK,2019,10,6,35,4,39,0.1025641025641025,0.0746779388083735,20.0,0.2
SVK,2020,20,13,58,7,65,0.1076923076923077,0.113251454427925,22.6666666666667,0.226666666666667
SVK,2021,21,16,34,12,46,0.2608695652173913,0.2420454545454545,22.6666666666667,0.226666666666667
SVK,2022,12,8,28,9,37,0.2432432432432432,0.1678685897435897,21.3333333333333,0.21333333333333301
SVK,2023,15,9,28,7,35,0.2,0.1067538126361655,22.0,0.22
SVK,2024,213,207,1134,191,1325,0.1441509433962264,0.1323817199652888,22.6666666666667,0.226666666666667
SVN,2019,303,272,1594,403,1997,0.2018027040560841,0.2094879071902446,27.7777777777778,0.277777777777778
SVN,2020,622,564,1983,347,2330,0.1489270386266094,0.1543528463852746,27.7777777777778,0.277777777777778
SVN,2021,1104,1039,3683,713,4396,0.1621929026387625,0.1623895835631022,26.6666666666667,0.266666666666667
SVN,2022,795,731,3405,1032,4437,0.2325895875591616,0.2394351735417624,40.0,0.4
SVN,2023,814,755,3817,1422,5239,0.2714258446268371,0.2888652807177416,37.7777777777778,0.377777777777778
SVN,2024,776,719,3274,1251,4525,0.2764640883977901,0.3085717662521189,37.7777777777778,0.377777777777778
SWE,2014,1,1,4,1,5,0.2,0.2,44.6991404011461,0.44699140401146104
SWE,2015,15,12,46,9,55,0.1636363636363636,0.1595238095238095,43.5530085959885,0.435530085959885
SWE,2016,13,6,19,5,24,0.2083333333333333,0.2722222222222222,43.5530085959885,0.435530085959885
SWE,2017,10,6,36,9,45,0.2,0.2805555555555555,43.5530085959885,0.435530085959885
SWE,2018,24,12,66,33,99,0.3333333333333333,0.4394493177387914,46.1318051575931,0.461318051575931
SWE,2019,4,2,4,3,7,0.4285714285714285,0.45,47.2779369627507,0.472779369627507
SWE,2020,2,1,2,6,8,0.75,0.75,46.9914040114613,0.46991404011461296
SWE,2021,2,1,1,1,2,0.5,0.5,46.9914040114613,0.46991404011461296
SWE,2022,3,1,3,0,3,0.0,0.0,46.4183381088825,0.464183381088825
SWE,2023,16,14,71,20,91,0.2197802197802197,0.1458333333333333,46.4183381088825,0.464183381088825
SWE,2024,39,37,203,35,238,0.1470588235294117,0.2113905613905614,46.7048710601719,0.467048710601719
SYC,2010,104,103,357,44,401,0.1097256857855361,0.1046933648875396,23.5294117647059,0.235294117647059
SYC,2011,133,128,568,74,642,0.1152647975077881,0.070929385284854,43.75,0.4375
SYC,2012,197,187,850,99,949,0.1043203371970495,0.081943052555501,43.75,0.4375
SYC,2013,190,185,572,114,686,0.1661807580174927,0.1089494364494364,43.75,0.4375
SYC,2014,160,160,658,84,742,0.1132075471698113,0.0994761947611212,43.75,0.4375
SYC,2015,172,172,734,127,861,0.1475029036004645,0.1169442822529347,43.75,0.4375
SYC,2016,157,156,637,138,775,0.1780645161290322,0.2491356152183134,21.2121212121212,0.21212121212121202
SYC,2017,387,325,1180,290,1470,0.1972789115646258,0.3046928333104803,21.2121212121212,0.21212121212121202
SYC,2018,372,270,1359,241,1600,0.150625,0.1458467785187397,21.2121212121212,0.21212121212121202
SYC,2019,351,303,1616,342,1958,0.1746680286006128,0.1540796267392533,21.2121212121212,0.21212121212121202
SYC,2020,197,193,1224,196,1420,0.1380281690140845,0.1242344981527114,24.2424242424242,0.242424242424242
SYC,2021,225,223,925,145,1070,0.1355140186915887,0.1207198973077993,22.8571428571429,0.228571428571429
SYC,2022,217,214,1280,197,1477,0.1333784698713608,0.1179122725014409,22.8571428571429,0.228571428571429
SYC,2023,161,153,711,127,838,0.1515513126491647,0.1801573586608188,22.8571428571429,0.228571428571429
SYC,2024,177,169,967,228,1195,0.1907949790794979,0.1718071556824373,20.5882352941176,0.205882352941176
SYR,2013,4,2,2,0,2,0.0,0.0,12.0,0.12
SYR,2014,3,1,9,1,10,0.1,0.1,12.0,0.12
SYR,2015,56,53,297,26,323,0.0804953560371517,0.0585932750194681,12.4,0.124
SYR,2016,71,71,416,26,442,0.0588235294117647,0.0424348596262432,13.2,0.132
SYR,2017,71,71,414,13,427,0.0304449648711943,0.021371117145765,13.2,0.132
SYR,2018,3316,2413,14519,2194,16713,0.1312750553461377,0.1385934859325253,13.2,0.132
SYR,2019,6447,4410,24737,4017,28754,0.1397023022883772,0.1430044903025689,13.2,0.132
SYR,2020,6832,4115,20549,3020,23569,0.1281344138486995,0.1381090468781932,11.2,0.11199999999999999
SYR,2021,6743,4473,24263,3501,27764,0.1260985448782596,0.142743649790018,11.2,0.11199999999999999
SYR,2022,5940,4368,21836,2905,24741,0.1174164342589224,0.1310365899687945,11.2,0.11199999999999999
SYR,2023,4997,3773,19542,2779,22321,0.1245015904305362,0.132101585593311,10.8,0.10800000000000001
SYR,2024,4095,3070,15908,2186,18094,0.1208135293467447,0.1292258760676459,9.6,0.096
TGO,2024,12,12,144,13,157,0.0828025477707006,0.1094279817190033,18.5840707964602,0.185840707964602
TJK,2005,1,1,1,0,1,0.0,0.0,17.4603174603175,0.174603174603175
TJK,2006,1,1,1,0,1,0.0,0.0,17.4603174603175,0.174603174603175
TJK,2007,3,3,3,0,3,0.0,0.0,17.4603174603175,0.174603174603175
TJK,2008,3,3,7,0,7,0.0,0.0,17.4603174603175,0.174603174603175
TJK,2009,3,3,4,0,4,0.0,0.0,17.4603174603175,0.174603174603175
TJK,2010,4,4,8,0,8,0.0,0.0,19.047619047619,0.19047619047619002
TJK,2011,4,4,4,0,4,0.0,0.0,19.047619047619,0.19047619047619002
TJK,2012,926,925,6600,694,7294,0.0951466959144502,0.0792187036673508,19.047619047619,0.19047619047619002
TJK,2013,2936,2890,22682,2507,25189,0.0995275715590138,0.088451607937161,19.047619047619,0.19047619047619002
TJK,2014,2657,2593,18534,2079,20613,0.1008586814146412,0.0854931157169509,16.9491525423729,0.169491525423729
TJK,2015,3247,3147,22717,2888,25605,0.1127904706112087,0.0968181280152934,19.047619047619,0.19047619047619002
TJK,2016,3644,3405,25662,4179,29841,0.1400422237860661,0.1189626193560421,19.047619047619,0.19047619047619002
TJK,2017,2507,2435,16281,2056,18337,0.1121230299394666,0.0841366700939895,19.047619047619,0.19047619047619002
TJK,2018,2917,2699,19071,2218,21289,0.1041852599934238,0.0769704863904909,19.047619047619,0.19047619047619002
TJK,2019,3867,3652,24273,3853,28126,0.1369906847756524,0.1031990090176819,19.047619047619,0.19047619047619002
TJK,2020,3063,2620,17025,2688,19713,0.136356718916451,0.1155954438566324,23.8095238095238,0.238095238095238
TJK,2021,4981,4524,29535,6022,35557,0.1693618696740444,0.1331378139373982,23.8095238095238,0.238095238095238
TJK,2022,8513,7374,52797,8538,61335,0.1392027390560039,0.1178352504664905,26.984126984127,0.26984126984127
TJK,2023,9299,8130,52858,8737,61595,0.1418459290526828,0.1212280693222832,26.984126984127,0.26984126984127
TJK,2024,9714,8823,58700,10613,69313,0.1531170198952577,0.1349910236116881,26.984126984127,0.26984126984127
TKM,2016,56,44,285,32,317,0.1009463722397476,0.126302261335156,25.8064516129032,0.258064516129032
TKM,2017,810,696,4222,683,4905,0.1392456676860346,0.13948221662688,25.8064516129032,0.258064516129032
TKM,2018,988,876,6288,900,7188,0.1252086811352253,0.1387656958228229,24.8,0.248
TKM,2019,1284,1056,7642,1220,8862,0.1376664409839765,0.1441920914444867,25.0,0.25
TKM,2020,1062,924,4895,585,5480,0.1067518248175182,0.0979385471799207,25.0,0.25
TKM,2021,932,768,4372,471,4843,0.0972537683254181,0.1132959346469771,25.0,0.25
TKM,2022,1036,850,5057,625,5682,0.1099964801126364,0.1079095812766241,25.8620689655172,0.258620689655172
TKM,2023,352,264,1180,171,1351,0.1265729089563286,0.1242965544055292,25.6,0.256
TKM,2024,280,225,913,117,1030,0.1135922330097087,0.1311647389418287,25.6,0.256
TLS,2010,253,216,1149,134,1283,0.1044427123928293,0.1251788263328296,29.2307692307692,0.292307692307692
TLS,2011,191,180,957,164,1121,0.1462979482604817,0.1528223124914301,32.3076923076923,0.323076923076923
TLS,2012,99,92,535,56,591,0.0947546531302876,0.1049642883402474,38.4615384615385,0.384615384615385
TLS,2013,210,204,1189,128,1317,0.0971905846621108,0.0958267903120844,38.4615384615385,0.384615384615385
TLS,2014,149,142,757,85,842,0.1009501187648456,0.0917057109787018,38.4615384615385,0.384615384615385
TLS,2015,191,175,887,117,1004,0.1165338645418326,0.1071497074354217,38.4615384615385,0.384615384615385
TLS,2016,163,158,1016,159,1175,0.1353191489361702,0.1334298390655427,38.4615384615385,0.384615384615385
TLS,2017,140,130,842,170,1012,0.1679841897233201,0.1518220561489792,32.3076923076923,0.323076923076923
TLS,2018,79,78,459,59,518,0.1138996138996139,0.1099365608415382,33.8461538461538,0.338461538461538
TLS,2019,121,118,778,95,873,0.1088201603665521,0.0986799653073856,38.4615384615385,0.384615384615385
TLS,2020,106,94,595,66,661,0.0998487140695915,0.0918857442793613,38.4615384615385,0.384615384615385
TLS,2021,135,130,751,80,831,0.0962695547533092,0.1146017871017871,38.4615384615385,0.384615384615385
TLS,2022,97,91,469,66,535,0.1233644859813084,0.1363898509018095,40.0,0.4
TLS,2023,397,375,2070,355,2425,0.1463917525773196,0.1439926755162049,36.9230769230769,0.369230769230769
TLS,2024,985,931,5017,961,5978,0.1607561057209769,0.1700048256928488,35.3846153846154,0.35384615384615403
TTO,2015,14,14,34,7,41,0.1707317073170731,0.1297619047619047,30.952380952381,0.30952380952381
TTO,2016,341,332,1230,325,1555,0.2090032154340836,0.1991448979400786,30.952380952381,0.30952380952381
TTO,2017,150,144,765,170,935,0.1818181818181818,0.1561568078571755,30.952380952381,0.30952380952381
TTO,2018,66,66,374,62,436,0.1422018348623853,0.1123348242666424,30.952380952381,0.30952380952381
TTO,2019,98,91,350,78,428,0.1822429906542056,0.1470299236782753,30.952380952381,0.30952380952381
TTO,2020,273,223,602,85,687,0.12372634643377,0.088902235034522,26.1904761904762,0.26190476190476203
TTO,2021,276,222,579,93,672,0.1383928571428571,0.097598642528983,26.1904761904762,0.26190476190476203
TTO,2022,267,239,837,128,965,0.1326424870466321,0.1209096197925666,26.1904761904762,0.26190476190476203
TTO,2023,216,195,649,140,789,0.1774397972116603,0.1386691111804233,28.5714285714286,0.28571428571428603
TTO,2024,320,292,1336,291,1627,0.1788567916410571,0.1710916850295375,28.5714285714286,0.28571428571428603
TUR,2014,1684,1671,11257,1630,12887,0.1264840536975246,0.1175558731921684,14.4160583941606,0.144160583941606
TUR,2015,8964,8903,60834,10766,71600,0.1503631284916201,0.1343738150832054,14.9090909090909,0.149090909090909
TUR,2016,11012,10966,75564,12059,87623,0.1376236832795042,0.1262527941515781,14.9090909090909,0.149090909090909
TUR,2017,14956,14866,96328,16425,112753,0.1456723989605598,0.1269827801534157,14.5719489981785,0.145719489981785
TUR,2018,18980,18752,122277,19058,141335,0.1348427494958786,0.1139955964853604,17.4496644295302,0.17449664429530198
TUR,2019,18460,18260,124849,19033,143882,0.1322820088683782,0.1202787852983998,17.4496644295302,0.17449664429530198
TUR,2020,5091,5075,31047,3282,34329,0.0956042995717906,0.0776371138968648,17.3174872665535,0.173174872665535
TUR,2021,7065,7049,44314,6558,50872,0.128911778581538,0.1252094553908017,17.3333333333333,0.173333333333333
TUR,2022,10737,10710,68210,11721,79931,0.1466389761169008,0.1315094178885285,17.3539518900344,0.173539518900344
TUR,2023,8885,8803,56279,9392,65671,0.1430159431103531,0.1333277110065978,19.8333333333333,0.198333333333333
TUR,2024,6239,6201,39976,6756,46732,0.1445690319267311,0.1340374529734949,19.8664440734558,0.198664440734558
TWN,2007,18,18,64,10,74,0.1351351351351351,0.1115520282186948,,
TWN,2008,134,132,520,68,588,0.1156462585034013,0.0897459022459022,,
TWN,2009,48,48,203,33,236,0.1398305084745762,0.1009476817042606,,
TWN,2010,35,35,200,15,215,0.0697674418604651,0.0451029642626281,,
TWN,2011,267,267,1344,187,1531,0.1221423905943827,0.1013936052931426,,
TWN,2012,224,224,1074,135,1209,0.1116625310173697,0.0967275160355517,,
TWN,2013,243,242,1332,120,1452,0.0826446280991735,0.0777464271265924,,
TWN,2014,210,210,1160,131,1291,0.1014717273431448,0.0903170489968367,,
TWN,2015,228,227,1108,142,1250,0.1136,0.0944401658058045,,
TWN,2016,433,430,2102,552,2654,0.2079879427279578,0.2754924218648208,,
TWN,2017,954,945,5071,1471,6542,0.2248547844695811,0.2873131324868265,,
TWN,2018,1128,1113,6651,1746,8397,0.2079314040728831,0.2673292209850184,,
TWN,2019,1222,1197,7338,1911,9249,0.2066169315601686,0.2779705988653733,,
TWN,2020,460,429,1970,561,2531,0.2216515211378901,0.357605302752957,,
TWN,2021,330,301,1293,391,1684,0.2321852731591449,0.4181419501776567,,
TWN,2022,880,848,4977,1160,6137,0.1890174352289392,0.276768586017445,,
TWN,2023,1149,1124,7120,2041,9161,0.2227922715860714,0.3064833679603465,,
TWN,2024,904,885,5504,1187,6691,0.1774024809445523,0.2026210327751318,,
TZA,2013,1,1,2,0,2,0.0,0.0,36.0,0.36
TZA,2015,1,1,6,1,7,0.1428571428571428,0.1428571428571428,36.0,0.36
TZA,2016,73,67,342,41,383,0.1070496083550913,0.1353484409454558,36.5591397849462,0.365591397849462
TZA,2017,91,91,463,74,537,0.1378026070763501,0.1558364254792826,37.1794871794872,0.371794871794872
TZA,2018,156,152,782,144,926,0.1555075593952483,0.1436712374976184,37.1794871794872,0.371794871794872
TZA,2019,230,228,1426,272,1698,0.160188457008245,0.1713518579042247,36.8956743002545,0.368956743002545
TZA,2020,127,127,665,118,783,0.1507024265644955,0.1649544674614151,36.71875,0.3671875
TZA,2021,555,555,3325,732,4057,0.1804288883411387,0.2253927086190513,36.8556701030928,0.36855670103092797
TZA,2022,368,368,2008,584,2592,0.2253086419753086,0.2440029475822482,36.8556701030928,0.36855670103092797
TZA,2023,320,317,1906,580,2486,0.2333065164923572,0.2599134829960781,37.4045801526718,0.37404580152671796
TZA,2024,481,480,4127,805,4932,0.1632197891321979,0.1778574074014318,37.4045801526718,0.37404580152671796
UGA,2021,101,99,786,157,943,0.1664899257688229,0.1636487769682722,33.8129496402878,0.338129496402878
UGA,2022,389,378,2780,685,3465,0.1976911976911977,0.2087511227358394,33.8129496402878,0.338129496402878
UGA,2023,208,202,1533,390,1923,0.2028081123244929,0.2163499706880077,33.8129496402878,0.338129496402878
UGA,2024,338,330,2196,493,2689,0.1833395314243213,0.200756366458801,33.9317773788151,0.339317773788151
UKR,2012,25,16,33,1,34,0.0294117647058823,0.015625,9.43820224719101,0.09438202247191009
UKR,2013,413,286,1174,105,1279,0.0820953870211102,0.0661767816488096,9.43820224719101,0.09438202247191009
UKR,2014,385,295,1448,110,1558,0.0706033376123234,0.0736702421871913,11.6666666666667,0.116666666666667
UKR,2015,213,179,770,127,897,0.1415830546265329,0.148619089130098,12.085308056872,0.12085308056872
UKR,2016,232,193,818,135,953,0.1416579223504722,0.165417574880351,12.0192307692308,0.120192307692308
UKR,2017,195,124,594,114,708,0.1610169491525423,0.1444764201642759,12.2931442080378,0.122931442080378
UKR,2018,194,107,613,95,708,0.134180790960452,0.1019691693654271,12.2931442080378,0.122931442080378
UKR,2019,1158,1087,6562,1115,7677,0.1452390256610655,0.1300779722063025,20.5188679245283,0.205188679245283
UKR,2020,1683,1569,8682,1509,10191,0.1480718280836031,0.1366015196327815,20.8037825059102,0.20803782505910198
UKR,2021,2577,2471,12444,2854,15298,0.1865603346842724,0.1709408116674996,20.8037825059102,0.20803782505910198
UKR,2022,6990,6796,28276,4449,32725,0.1359511077158136,0.1287497815725785,20.3309692671395,0.203309692671395
UKR,2023,9143,8901,45437,8877,54314,0.1634385241374231,0.147675775434606,20.4326923076923,0.204326923076923
UKR,2024,9237,8993,43605,10524,54129,0.1944244305270742,0.1872514711037165,21.0918114143921,0.210918114143921
URY,2000,3,3,8,1,9,0.1111111111111111,0.1111111111111111,12.1212121212121,0.121212121212121
URY,2010,105,100,507,60,567,0.1058201058201058,0.1068900984636278,15.1515151515152,0.151515151515152
URY,2011,1233,1083,3860,717,4577,0.1566528293642123,0.1394099501847587,12.1212121212121,0.121212121212121
URY,2012,2674,2136,7161,1379,8540,0.1614754098360655,0.1477488924740485,12.1212121212121,0.121212121212121
URY,2013,3415,2708,9554,1982,11536,0.1718099861303745,0.1550212242858387,12.1212121212121,0.121212121212121
URY,2014,2283,1849,7787,1856,9643,0.1924712226485533,0.1803243607715148,13.1313131313131,0.131313131313131
URY,2015,3866,3132,13005,3241,16246,0.1994952603717838,0.1975339170722951,16.1616161616162,0.16161616161616202
URY,2016,4459,3487,15412,4141,19553,0.2117833580524727,0.2135638895769042,16.1616161616162,0.16161616161616202
URY,2017,3820,3089,12929,3533,16462,0.2146154780707083,0.2117100975985466,20.2020202020202,0.20202020202020202
URY,2018,2977,2437,10562,2677,13239,0.2022056046529194,0.193938705087033,20.2020202020202,0.20202020202020202
URY,2019,2895,2283,10698,2830,13528,0.2091957421643997,0.2002844127044794,19.1919191919192,0.19191919191919202
URY,2020,1542,1039,4991,1014,6005,0.1688592839300582,0.1545411904401986,21.2121212121212,0.21212121212121202
URY,2021,1847,1170,5272,1241,6513,0.1905419929372025,0.1934823382299101,24.2424242424242,0.242424242424242
URY,2022,1567,1300,6849,1793,8642,0.2074751214996528,0.204347250918303,25.2525252525253,0.252525252525253
URY,2023,1480,1387,7725,2044,9769,0.2092332889753301,0.2034335361025737,26.2626262626263,0.262626262626263
URY,2024,1354,1260,7102,2180,9282,0.2348631760396466,0.2345821276574262,28.2828282828283,0.28282828282828304
USA,2001,112,108,536,37,573,0.0645724258289703,0.056585903808126,14.0229885057471,0.140229885057471
USA,2002,511,490,2227,237,2464,0.0961850649350649,0.0773095438992324,13.7931034482759,0.137931034482759
USA,2003,486,471,2219,239,2458,0.097233523189585,0.0804924345529441,14.2528735632184,0.142528735632184
USA,2004,572,548,2503,306,2809,0.1089355642577429,0.0959068181830096,14.9425287356322,0.149425287356322
USA,2005,922,898,4156,517,4673,0.1106355660175476,0.0991367732737443,15.1724137931034,0.151724137931034
USA,2006,891,878,4098,492,4590,0.1071895424836601,0.0959800996227189,16.3218390804598,0.163218390804598
USA,2007,843,825,3663,499,4162,0.1198942815953868,0.1019031819833958,16.7816091954023,0.167816091954023
USA,2008,950,934,4033,585,4618,0.1266782156777826,0.1033386882777549,17.0114942528736,0.170114942528736
USA,2009,192,192,469,224,693,0.3232323232323232,0.4263260610916861,16.7816091954023,0.167816091954023
USA,2010,345,283,1884,511,2395,0.2133611691022964,0.2383522799862777,16.7816091954023,0.167816091954023
USA,2011,852,712,4469,1235,5704,0.2165147265077139,0.2182249943205689,16.8202764976959,0.168202764976959
USA,2012,501,414,2594,746,3340,0.2233532934131736,0.2279923338614063,17.9723502304147,0.17972350230414702
USA,2013,609,454,2949,812,3761,0.2159000265886732,0.2179178801377206,17.8240740740741,0.178240740740741
USA,2014,918,584,3416,947,4363,0.2170524868209947,0.2110285603628661,19.3103448275862,0.19310344827586198
USA,2015,1486,1004,5407,1783,7190,0.2479833101529902,0.2556375636489649,19.3548387096774,0.193548387096774
USA,2016,869,451,2218,690,2908,0.2372764786795048,0.2532516221349706,19.1685912240185,0.191685912240185
USA,2017,328,270,1467,457,1924,0.2375259875259875,0.2587171660309775,19.3548387096774,0.193548387096774
USA,2018,904,778,3424,1030,4454,0.2312528064660979,0.2274473484582049,23.5023041474654,0.235023041474654
USA,2019,55,47,174,25,199,0.1256281407035175,0.1579443015613228,23.4338747099768,0.23433874709976799
USA,2020,153,112,492,126,618,0.203883495145631,0.1602276494421839,27.4647887323944,0.274647887323944
USA,2021,22,9,32,14,46,0.3043478260869565,0.4466218966218966,27.6497695852535,0.27649769585253503
USA,2022,10,8,31,13,44,0.2954545454545454,0.3464285714285714,28.7037037037037,0.287037037037037
USA,2023,8,8,54,7,61,0.1147540983606557,0.1517857142857142,28.9655172413793,0.289655172413793
USA,2024,3,1,13,0,13,0.0,0.0,28.735632183908,0.28735632183908
UZB,2016,41,9,83,20,103,0.1941747572815534,0.1350308641975308,16.0,0.16
UZB,2017,661,225,931,92,1023,0.0899315738025415,0.0597312571972358,16.0,0.16
UZB,2018,1607,746,4663,792,5455,0.1451879010082493,0.1336815975673365,16.0,0.16
UZB,2019,2447,1356,8022,1551,9573,0.1620181761203384,0.1354298379271681,16.0,0.16
UZB,2020,2355,1555,6760,481,7241,0.0664272890484739,0.0484858342347416,32.0,0.32
UZB,2021,4675,3746,19779,2238,22017,0.1016487259844665,0.080994113143823,32.6530612244898,0.326530612244898
UZB,2022,5472,4213,24258,3500,27758,0.1260897759204553,0.0983658601390735,33.3333333333333,0.333333333333333
UZB,2023,5252,4180,23153,2953,26106,0.1131157588293878,0.0916276563341141,33.5714285714286,0.33571428571428596
UZB,2024,4337,3541,20412,2089,22501,0.0928403182080796,0.076398900152231,38.0,0.38
VCT,2010,1,0,0,0,0,,,14.2857142857143,0.14285714285714302
VCT,2014,11,10,32,6,38,0.1578947368421052,0.1590909090909091,13.0434782608696,0.130434782608696
VCT,2015,10,6,18,7,25,0.28,0.2277777777777777,13.0434782608696,0.130434782608696
VCT,2016,26,16,63,7,70,0.1,0.2100694444444444,13.0434782608696,0.130434782608696
VCT,2017,15,8,29,10,39,0.2564102564102564,0.4470779220779221,13.0434782608696,0.130434782608696
VCT,2018,28,19,100,21,121,0.1735537190082644,0.2187487950645845,13.0434782608696,0.130434782608696
VCT,2019,42,42,172,32,204,0.1568627450980392,0.205969721221822,13.0434782608696,0.130434782608696
VCT,2020,28,27,114,44,158,0.2784810126582278,0.2787841062350866,18.1818181818182,0.18181818181818202
VCT,2021,17,10,20,7,27,0.2592592592592592,0.2333333333333333,18.1818181818182,0.18181818181818202
VCT,2022,44,42,211,69,280,0.2464285714285714,0.3362010552800026,18.1818181818182,0.18181818181818202
VCT,2023,47,39,154,66,220,0.3,0.3701479076479076,18.1818181818182,0.18181818181818202
VCT,2024,29,22,80,31,111,0.2792792792792792,0.2609848484848485,21.7391304347826,0.217391304347826
VEN,2018,1,1,6,4,10,0.4,0.4,22.1556886227545,0.221556886227545
VEN,2019,22,21,183,30,213,0.1408450704225352,0.1844084603538385,22.1556886227545,0.221556886227545
VEN,2020,18,17,68,15,83,0.180722891566265,0.2070028011204481,22.1556886227545,0.221556886227545
VEN,2021,25,23,92,16,108,0.1481481481481481,0.1497770345596432,22.1556886227545,0.221556886227545
VEN,2022,3,2,9,4,13,0.3076923076923077,0.3611111111111111,22.1556886227545,0.221556886227545
VEN,2023,173,173,916,161,1077,0.149489322191272,0.1407560722929645,22.1556886227545,0.221556886227545
VEN,2024,1411,1375,7286,2063,9349,0.2206653117980532,0.196507193041502,22.1556886227545,0.221556886227545
VNM,2022,13,13,63,5,68,0.0735294117647058,0.0916083916083916,30.2605210420842,0.302605210420842
VNM,2024,1,1,2,0,2,0.0,0.0,30.6288032454361,0.306288032454361
WSM,2014,19,18,132,24,156,0.1538461538461538,0.1749444999444999,6.12244897959184,0.0612244897959184
WSM,2015,158,136,594,144,738,0.1951219512195122,0.1882355051740182,6.12244897959184,0.0612244897959184
WSM,2016,66,58,311,89,400,0.2225,0.204530192030192,10.0,0.1
WSM,2017,15,13,81,18,99,0.1818181818181818,0.1702417240878779,10.0,0.1
WSM,2018,64,61,241,90,331,0.2719033232628399,0.2916669851096081,10.0,0.1
WSM,2020,253,29,44,15,59,0.2542372881355932,0.2167487684729064,10.0,0.1
WSM,2022,287,169,818,297,1115,0.2663677130044843,0.2604769361364139,12.962962962963,0.12962962962962998
WSM,2023,254,232,989,334,1323,0.2524565381708238,0.2881974091363074,12.962962962963,0.12962962962962998
WSM,2024,199,181,878,282,1160,0.243103448275862,0.2639714053412628,12.962962962963,0.12962962962962998
XKX,2022,194,186,1036,462,1498,0.308411214953271,0.3528352109459984,,
XKX,2023,203,187,1111,416,1527,0.2724296005239031,0.3090993263252,,
XKX,2024,239,215,988,474,1462,0.3242134062927496,0.3625516670548475,,
YEM,2018,4,1,1,0,1,0.0,0.0,0.0,0.0
YEM,2019,8,6,9,1,10,0.1,0.0555555555555555,0.332225913621262,0.0033222591362126203
YEM,2021,39,18,61,11,72,0.1527777777777778,0.0793650793650793,0.0,0.0
YEM,2022,8,3,7,0,7,0.0,0.0,0.0,0.0
YEM,2023,6,3,6,1,7,0.1428571428571428,0.1111111111111111,0.0,0.0
YEM,2024,41,10,39,10,49,0.2040816326530612,0.3028571428571428,0.0,0.0
ZAF,2013,1,0,0,0,0,,,42.25,0.4225
ZAF,2014,3,1,1,0,1,0.0,0.0,41.5,0.415
ZAF,2015,30,11,50,6,56,0.1071428571428571,0.1300133689839572,42.0,0.42
ZAF,2016,10,2,2,1,3,0.3333333333333333,0.25,42.0,0.42
ZAF,2017,4,0,0,0,0,,,41.8367346938776,0.41836734693877603
ZAF,2018,7,4,18,3,21,0.1428571428571428,0.0576923076923076,42.7480916030534,0.427480916030534
ZAF,2019,4,3,3,0,3,0.0,0.0,46.3476070528967,0.463476070528967
ZAF,2020,13,5,19,1,20,0.05,0.04,46.75,0.4675
ZAF,2021,4,0,0,0,0,,,46.5822784810127,0.465822784810127
ZAF,2022,6,2,2,0,2,0.0,0.0,46.5,0.465
ZAF,2023,1,0,0,0,0,,,45.8646616541353,0.45864661654135297
ZAF,2024,25,0,0,0,0,,,44.702842377261,0.44702842377261
